,node,embedding
4394,4621,"[ 3.23165526e+00  9.04361096e-01  4.12968099e+00 -8.19774725e-01
 -3.53989294e-01 -1.80703332e-01  1.87759014e-01  4.11129739e-01
  7.10559705e-01  3.02291110e-01 -2.02651805e+00  1.47052713e+00
  3.95853389e-03 -1.01033338e+00 -5.80072405e-01 -3.10957234e-01
  1.18898051e+00 -8.21083446e-01  3.32489134e-01  5.23539760e-01
 -5.63235942e-01  8.42061179e-03  2.59398801e-01  5.21883508e-01
  6.21427332e-01 -9.62289416e-02  9.60668422e-01 -6.64376920e-01
  1.14515919e-01 -3.91655713e-01  1.36242627e+00  1.40068972e-01]"
4395,2292,"[ 1.06549944 -0.36002636  1.54543491 -0.2576096   0.00370909 -0.03964695
 -0.30359909  0.14368948  0.19509879  0.00973595 -0.3315701  -0.20627143
 -0.18801605 -0.33718114 -0.0492204   0.45471043 -0.00374095  0.11000606
 -0.10165157  0.11311477 -0.23089998  0.08154057 -0.03787771 -0.14212231
 -0.33822142  0.27049349 -0.07480348  0.18133097 -0.14850479  0.04690054
 -0.52614136 -0.00499234]"
4396,566,"[ 1.09370975 -0.38080764  1.60304501 -0.59856556 -0.02663049  0.08754638
 -0.44202211  0.12253644 -0.01258736 -0.04038875  0.35043358  0.24817163
 -0.56293895  0.07671669  0.3052384   0.49575695  0.24408392  0.39817031
  0.03548538 -0.0509668   0.00769924  0.13397228  0.12145213 -0.04913749
 -0.41848048  0.37835657  0.17648974  0.21917142 -0.42110108 -0.12141166
 -0.29665674  0.21512724]"
4397,4835,"[ 3.88681988  0.42842535 -1.02879741 -1.95170699  0.40585108 -1.06814252
  2.03624353 -0.57720586  1.42546212  1.19604569  0.58787865  0.72043378
 -0.61626085 -0.26179953  0.71100543  0.01516215  0.98634756 -0.75297123
 -0.87783202  0.4934033   0.37767792 -1.34567434 -0.57067194 -0.897867
 -0.39771486  0.400698   -0.31773663 -0.54689852 -0.3836074  -0.24855133
  0.36960032  0.06533477]"
4398,4111,"[ 1.65263042 -0.10879329  0.59001852  0.55686351  0.32366429 -0.51246781
 -0.07291438 -0.23872103  0.00419885  0.23545044 -0.22810784  0.03545331
  1.39134421 -1.13233934 -0.14470468  0.42488481 -0.47653865  0.56507678
 -0.14991698  0.29467601 -0.6501664  -0.19937733 -0.1423823   0.14965326
  0.03849006 -0.3227694   0.01321319  0.00505991  0.02049532 -0.11427023
 -0.05206362 -0.03085064]"
4399,5586,"[ 1.12789301 -0.49084532 -0.10922031 -0.02402806  0.39235056  0.78865368
  0.13764084 -0.41292674 -0.07829321  0.12025251  0.33009203 -0.06306696
  0.46445961 -0.09615338 -0.19445158 -0.04163933 -0.23620899  0.15740417
 -0.35261435  0.07462702 -0.20249013 -0.05052843  0.06096171 -0.16324573
 -0.01076021 -0.12856442  0.08633311 -0.07277198 -0.3676856  -0.26146916
  0.08329813 -0.31568968]"
4400,4533,"[ 1.10158475 -0.46745979  0.53086896  0.88649421  0.13363336  0.14522042
  0.06590369 -0.1501378  -0.11978949  0.09052264 -0.24227394 -0.02952743
  0.57735487 -0.07766582 -0.25351006  0.31768692 -0.21623332  0.15762181
  0.06499733  0.00495917 -0.24537734 -0.47756583  0.16676844 -0.29075609
 -0.15629753 -0.07428347  0.24539199  0.23855576  0.06383713  0.1509478
 -0.09785288 -0.05491653]"
4401,5844,"[ 6.078565    1.36082282  2.49109404  7.78126454  1.14156186 -0.40988653
  3.38107928  0.39436272 -1.08906541 -0.40962807 -0.96053471 -0.02851747
  0.66255057 -3.10308819  0.8076095  -0.77190063 -0.44544802 -0.19672589
  0.31347923  0.57850816 -0.29721275 -3.02752774 -0.67969349 -0.60615624
  0.01256195 -0.12607073  0.23751556  0.11315184 -0.99232492  0.97466198
  0.0892525  -0.96635875]"
4402,6651,"[ 2.78718382  0.30311895 -0.3328802  -0.94577083  0.58360391 -1.20668776
  0.14371065 -1.24209554 -0.53187827 -0.61060963  0.13545415  1.11891584
 -0.15888966 -0.31510495  0.32239617  0.82445171 -0.83448068 -0.22489702
  0.10340192  0.29307125 -0.08100408  0.24251224  0.14550246  0.58983771
 -0.56952578  0.06003035  0.57413737  0.20906079 -0.5508019   0.04740365
  0.60057128 -0.11693436]"
4403,86,"[ 0.86845342 -0.55171633  0.76775613 -0.22508616 -0.01513922  0.01530755
 -0.17598706 -0.09244662 -0.00778241 -0.0604371   0.1749088  -0.29318172
 -0.39445899  0.05230803 -0.07167769  0.60560827 -0.14394178 -0.21257523
  0.09597989  0.22101242 -0.2780492   0.26465518  0.07499864 -0.05797186
 -0.12455245  0.10860766 -0.12750013 -0.08981736  0.0442233   0.16346309
  0.11815875 -0.06956449]"
4404,3195,"[ 1.53435743 -0.40388619 -0.02189608  0.04223487 -0.00843996  0.26376287
 -1.11235834  0.98475435 -0.62680372 -1.07581259  0.15859776  0.0615117
  0.61338656 -0.23530137 -0.79053004 -0.01290033 -0.2325012  -0.30397982
 -0.17060495  0.02526337  0.27276382 -1.18443054  0.27914724  0.00915531
  0.08475243  0.76386569  0.83823782 -0.83517037 -0.3073274   0.40971332
  1.06271313  0.54192283]"
4405,5711,"[ 0.57852941 -0.7810275   0.06069392 -0.20719205  0.1480251   0.13053284
  0.15074511 -0.04954609  0.07398125  0.14370251 -0.00224133 -0.08655405
 -0.01162702  0.01500922 -0.17917924 -0.02061158  0.16584167  0.02416392
  0.12718811 -0.01516056 -0.02935821 -0.09927958  0.15542431  0.07554477
 -0.11474988 -0.02682632 -0.16919942 -0.21624714 -0.0040719  -0.13159903
  0.00397241  0.00705689]"
4406,3523,"[ 1.99631665 -1.35045745  0.16390664  1.51036618  0.18923623  0.33181523
  0.55360912 -0.06867345 -0.79132697 -0.55761057  0.62921332  0.12184354
 -0.39365733 -0.56580219 -0.61192903 -0.50701753 -0.14788134 -0.49619585
 -0.08670935  0.24534371 -0.06171053  0.00206486 -0.13101595  0.3101532
 -0.44050829 -0.12856361  0.08463906 -0.70450122 -0.57707637 -0.460458
 -0.44507282 -0.91154574]"
4407,1613,"[ 1.48961904 -0.33643701 -0.13348284 -0.2014459  -0.14343861 -0.59337666
 -0.16652275  0.13305761 -0.07401746  0.36559742  0.61425751  0.41811667
  0.45095316 -0.23516754  0.32186214 -0.27915112 -0.39165482 -0.2049576
  0.01297285 -0.33656896 -0.55309478 -0.08373523 -0.54432672 -0.21010422
  0.04634551 -0.21065141  0.19948832  0.06230071  0.05377782  0.15145473
 -0.11111847 -0.22098373]"
4408,2970,"[ 0.75401713 -0.71896262  0.16665586 -0.23688145 -0.49759098 -0.06027908
  0.10464411 -0.02450151  0.13658016  0.07676014  0.00927894  0.02943621
 -0.07972508  0.07307142 -0.20722881 -0.1981055  -0.17958103  0.37389351
 -0.03684691 -0.14856225 -0.03340626  0.03575664 -0.43356923 -0.19311412
 -0.12757461  0.1452193   0.41745179 -0.17053435 -0.13212766  0.04463565
  0.10314416  0.0517796 ]"
4409,6373,"[ 1.01775817 -0.46569541  1.48789213 -0.52029727 -0.03976101  0.05674412
 -0.31839334  0.17853953 -0.00199315  0.22871441  0.28953538 -0.05420783
 -0.7050524   0.20417013  0.22754884  0.63618962 -0.01147824  0.08292388
  0.07755453  0.25315176 -0.13610757  0.34756494  0.30651425 -0.01982057
  0.54526552 -0.74327778 -0.11070066 -0.40831199  0.04699198  0.01937415
  0.34534797  0.09139762]"
4410,881,"[ 1.62421622 -0.18433397  0.41638678 -0.20115881  0.26785706 -0.53805062
 -0.21075548 -0.49117923 -0.603109    0.10691146  0.36888269 -0.38408538
  0.25882906  0.17970785  0.54754249 -0.03955994 -0.01817754  0.40605657
 -0.44725632  0.07759868 -0.3653721   0.09025629  0.06189995  0.0212774
 -0.19796415  0.08266708  0.17856095 -0.27795646 -0.47610419 -0.35827883
 -0.15367802 -0.27076877]"
4411,3188,"[ 1.62421622 -0.18433397  0.41638678 -0.20115881  0.26785706 -0.53805062
 -0.21075548 -0.49117923 -0.603109    0.10691146  0.36888269 -0.38408538
  0.25882906  0.17970785  0.54754249 -0.03955994 -0.01817754  0.40605657
 -0.44725632  0.07759868 -0.3653721   0.09025629  0.06189995  0.0212774
 -0.19796415  0.08266708  0.17856095 -0.27795646 -0.47610419 -0.35827883
 -0.15367802 -0.27076877]"
4412,1954,"[ 1.54167655 -0.29276932  0.14773433 -0.19780341  0.38963701 -0.59905591
  0.07342854 -0.07889777 -0.02659783 -0.32602067 -0.05904514 -0.51211555
 -0.12732813  0.58526425  0.7519262   0.18322283 -0.45094258  0.29998765
 -0.3259845  -0.2409061  -0.04925322  0.04610506  0.38803671  0.24013469
 -0.40280235  0.41748732  0.14328854  0.11056963  0.45428037  0.05258963
 -0.01300193 -0.07686499]"
4413,870,"[ 1.86017715 -0.24452492  0.0378785   0.38340663 -0.0700539  -0.55843372
  0.41874031 -0.63281817  0.10054834  0.22400537 -0.16193964  0.04215911
  0.55453594 -0.28813532  0.27311558  0.10200283 -0.11267606 -0.0018817
 -1.0059624   0.1795062  -0.21327119 -0.15540744 -0.52827127 -0.29895211
 -0.15843681 -0.39434314  0.60839134 -0.20397125 -0.38465989 -0.13005461
  0.33552521 -0.33081211]"
4414,4460,"[ 1.99238446 -0.48674422 -0.65924702  0.10146476  0.20965848 -1.21807205
  0.5600179  -0.96919242  0.45962004  0.09470561  0.03369075  0.13362773
 -0.02152795  0.18117366  0.9106049  -0.02418522  0.16838325 -0.39685181
 -1.60177564  0.11226852  0.46324855 -0.24161226 -0.5297595  -0.5830213
 -0.00607766 -0.12693379  0.20559067 -0.43799899 -0.57558716 -0.26270896
  0.37122905 -0.37393499]"
4415,6407,"[ 2.46821777  0.60872905  4.29342219 -0.26108723 -0.07833726 -0.19235138
  0.01718654  1.22567663  0.23530662  1.06129451 -0.95941177 -0.34969875
  0.75868122 -1.03313669  0.1442528  -0.1328912   0.27467241 -0.61224625
 -0.8519211   0.40818897 -0.31750722 -1.57278023  0.38782979  0.25703466
  0.9846093  -1.77998971 -0.09435477  1.0333312   0.01795539 -0.09958178
 -0.07340071 -0.03173602]"
4416,4468,"[ 1.46068557 -0.32596237 -0.44819686 -0.51964722  0.0456964   0.67457878
  0.52135826  0.50324422  0.04896077  0.28180995  0.46981613 -0.03920066
  0.34510965 -0.18546415 -0.4970618  -0.14481457 -0.28514805  0.3326702
 -0.09479883  0.37073126 -0.44511534 -0.24378635 -0.15808346 -0.11667686
 -0.09528649 -0.04471431  0.03503923 -0.36124635 -0.18523855 -0.13060989
 -0.12853598  0.01664774]"
4417,5669,"[ 2.241319   -1.04031075 -0.18300222  0.12837497  0.08008901  0.6172114
 -1.2984755  -0.03966511 -0.58915184  0.95949762  0.20096869  0.32466569
 -0.10165385 -0.12907746  0.19339053  0.70850145 -0.71950382 -0.18037958
  0.63930458  0.28078052  0.04428735  0.17255638  0.06052902  0.28775601
  0.07328293  0.42411663  0.34594102 -0.25077347 -0.03504254  0.23561191
  0.03670215  0.23673473]"
4418,1915,"[ 1.16041342e+00 -4.40656350e-01  5.13333443e-01 -1.45525077e-01
  3.67556579e-01 -4.95442576e-01 -5.88012934e-01 -5.56448834e-01
  3.47595533e-01 -2.60603467e-01  2.40572049e-01  4.19152027e-01
 -3.37708765e-01  2.16142539e-01 -2.88734417e-01  2.82366272e-01
  6.64203862e-02  2.14184637e-01  1.01450016e-01 -1.59608454e-01
  3.38490897e-02  1.99042708e-01 -2.48054607e-01  5.52542109e-02
 -2.91245937e-01  9.03945597e-02  2.09229717e-01 -2.90859148e-01
 -4.75211195e-02  3.58563767e-01  4.63208101e-01  6.34095991e-04]"
4419,728,"[ 1.55978936 -0.31282326  0.62423502  0.60261439  0.4646721  -0.21728811
  0.0402864  -0.02729303  0.41647433 -0.03881432  0.19752769 -0.27233213
 -0.08819408  0.85757277  0.50976485  0.18737342 -0.10748744 -0.26357552
 -0.66115089 -0.24365207  0.52632106 -0.31935866  0.08000739  0.33813211
 -0.216289    0.24287994  0.27514034 -0.16006811  0.47956946 -0.08871482
 -0.27099566 -0.58157969]"
4420,516,"[ 2.96927818  0.24239424  0.55187097  2.93761417  1.13990269 -0.82156919
  0.158066   -0.66181534  0.24007532 -0.44332923  0.48431688 -0.43814653
 -0.29318739  0.05908723 -0.22900024  0.15838331  0.10979946 -0.30842439
 -0.54147679 -0.21388979  0.20176806 -0.8669401   0.78943307 -0.55238815
 -0.47653912  0.15829276  1.37377867 -0.49694158  0.75900233 -0.41513641
 -0.29300599 -0.82392674]"
4421,3821,"[ 2.73789929  0.49653512  3.31718351  0.42030129  0.14071743  0.67092549
 -0.69562261 -0.12673942 -1.20209614 -0.10547637  1.01007676  1.93391712
  1.78670529 -1.09383865 -0.22390423  0.31510275 -0.23521379  0.71083921
  0.09466917  0.26197598 -0.51166923  0.84287976 -0.58697038 -1.21244858
  0.72339718  0.52286358 -0.46828491 -0.89333254 -0.56509395 -0.38471231
  0.04788758  0.10068475]"
4422,1393,"[ 1.64055914 -1.2820463   0.980595    0.62668181  0.20223934  0.01028306
  0.13163611  0.00425655 -0.06771547 -0.19187993 -0.66235642  0.37384103
 -0.58806486 -0.46216016 -0.25767412  0.07844017 -0.18489939  0.2416468
  0.398499    0.17548213 -0.27693098 -0.1622739  -0.23467686 -0.00710867
 -0.35716107 -0.12021402 -0.38510937 -0.0068889  -0.48673716  0.36650939
 -0.17842372 -0.13009344]"
4423,6270,"[ 0.90004662 -0.59178101 -0.09538922 -0.29607277  0.44545465  0.48122206
  0.27770127  0.29165669  0.34176647  0.17086794  0.06248114 -0.09172037
  0.04667483  0.0859859  -0.32724933 -0.17335128 -0.57025523  0.00123388
  0.07151739 -0.00099951  0.14978026  0.32321959  0.14865803  0.11445939
 -0.02423115 -0.1778183  -0.10660429  0.05716666 -0.09340178  0.02580015
 -0.02573278  0.20791072]"
4424,1769,"[ 4.64946961  1.84119361  8.43018401  0.26249463  0.49569115 -0.04991503
 -0.49068693  1.50254249  1.32381526  0.7912776  -2.13365173 -2.41266523
  1.81472408 -1.00887781 -0.4145355  -1.04780053  0.51311434  0.49296074
 -0.24590822 -0.72739999  1.06320071 -0.85019025 -0.89634013  0.20541361
  2.14461083 -2.21694847  0.69244762  0.40879475 -0.23780556  0.29248151
  0.69044206  0.10202019]"
4425,6290,"[ 1.23721626 -0.44896089 -0.18313594 -0.21549123  0.45345494  0.44033921
 -0.04088257  0.84537945  0.34970702  0.07344476 -0.59744309 -0.29126227
  0.19054035 -0.45233874 -0.20330081 -0.00241734 -0.50681391 -0.16293558
 -0.19153178 -0.30536679 -0.30632858  0.20877294 -0.07216547  0.22186888
  0.07885983 -0.18643202 -0.25824006 -0.04601442 -0.03471479 -0.01707873
 -0.37007048  0.11898629]"
4426,1434,"[ 1.00504617 -0.57933323  0.07285829 -0.13178065  0.14338996  0.11801403
  0.12334495  0.0978092  -0.07312481 -0.41046183 -0.12419201 -0.01274314
  0.16814488  0.1938014  -0.12428838 -0.36494077  0.05156612 -0.35980829
 -0.05402493 -0.01940358 -0.16353105 -0.23508455  0.52732049 -0.15446001
 -0.56007353  0.24221126 -0.08881192 -0.33749104  0.53526035 -0.01800337
  0.24874577  0.18446095]"
4427,4613,"[ 2.88254041 -0.43036136  2.27032605 -1.31948474 -0.40303901 -0.23512822
  0.21354453  0.85232564 -0.23738054  0.4299096  -0.71717674 -0.53853416
 -0.86795365  0.23448818  0.89842369  0.30819725  0.48894771  0.66408421
  0.68489175  0.33050231 -0.81744064 -0.26126139  0.01873729 -0.05470453
 -0.60679227  0.28115471  0.11386443  0.47173506 -0.48869654 -0.24004419
 -0.15545391  0.01967007]"
4428,4006,"[ 1.66535982 -0.43159658 -0.29291108  0.10204245  0.45353645 -0.23838885
 -1.12474829  0.06756022  0.06560966  1.20241924 -0.11916072  0.08579478
 -0.17233599  0.01710627  0.2972335   0.28080698  0.07716301 -0.20244798
  0.13524498 -0.44122642  0.71734655 -0.56464142 -0.4697555   0.03862726
  0.37104378 -0.01963711  0.02812593  0.2716629   0.22841377  0.5007655
 -0.19787072  0.11263121]"
4429,5332,"[ 1.07423035 -0.57956961 -0.18747638 -0.63661529 -0.45501977 -0.24217751
  0.59596939 -0.23870394 -0.32135386 -0.12182792 -0.36384616 -0.00559825
 -0.21113522  0.18472918 -0.16508029 -0.15312638 -0.12465483  0.32834919
  0.29673675 -0.0311891  -0.39610706 -0.00603986 -0.27674271  0.05634291
  0.68263338  0.57628597  0.46423858  0.28905538  0.04273803 -0.13748466
 -0.03641537 -0.1412354 ]"
4430,125,"[ 1.58274197e+00 -2.14710390e-03  2.62844492e+00 -5.72623115e-01
 -3.44371484e-02 -1.70050085e-02 -2.84565578e-01  2.68057546e-01
  2.32025025e-01  1.33929159e-01 -4.84028009e-02 -3.56538856e-01
 -6.79727222e-01 -2.14299998e-01  1.03234352e-01  9.75320301e-01
  1.10080093e-01 -5.50563188e-01 -2.15318378e-01  4.22774519e-01
 -5.22754183e-01  2.03963404e-03  1.78003024e-01  1.90981079e-02
  1.96524280e-01 -4.74981577e-01 -1.26354048e-01  2.69298210e-01
  2.01260292e-01  2.93553447e-01  1.00752246e-01 -1.63106000e-01]"
4431,5954,"[ 0.93151177 -0.49903373  1.1158913  -0.32517316 -0.0072635   0.07272431
 -0.17451573  0.05434313  0.02772759  0.01648008  0.18497377 -0.03800378
 -0.58391721  0.06637603  0.07483759  0.79922299  0.06701294 -0.16675912
 -0.07223847  0.24205993 -0.37063814  0.07602867  0.27895759  0.07189481
 -0.05711814 -0.11068001 -0.05746193  0.0990981   0.06374385 -0.04967517
 -0.01998077 -0.00636819]"
4432,558,"[ 1.99419018 -1.1503895   0.64817754 -0.20765393 -0.75837631  0.54262306
  0.15133639  0.2200297   0.62597735  0.74766208 -0.19643353  1.20260533
 -1.14438137  0.50224452  0.30151537  0.93930265 -0.23236062  0.38320214
 -0.32045878  0.18407895 -0.34613913 -0.24968613 -0.52358345  0.08425277
 -0.11088171  0.18717351  0.50177498  0.02220133  0.55617723 -0.39684217
  0.08029628 -0.43569418]"
4433,4154,"[ 4.56708771 -0.14682061  1.79617081  2.09775431  0.49094097  0.17918223
  2.54116322  0.95428403  0.15895233  0.5504029  -2.7653535  -0.4769622
 -0.69579131 -0.80487564  1.0791142   0.95488568 -0.1667885   0.08946847
 -0.5966852   0.16802811  0.5259294  -0.7034514   0.41525741  0.43634286
 -0.1480851   0.32215127  0.81633578 -0.97513526  0.49684517 -0.63293488
  0.73486855 -0.57365634]"
4434,3486,"[ 1.50767239 -0.25894608  0.70085171 -0.68157872  0.02637095  0.05472118
  0.25739438 -0.23843368 -0.48159786 -0.46627362 -0.1497271  -0.08480669
 -0.2911931   0.31222431  0.10770423  0.35316994 -0.02095952 -0.48583869
  0.29107974  0.25731642 -0.02876881  0.36472455  0.01740808  0.70629954
  0.14790728  0.73036292  0.39235185 -0.10079984  0.54474175 -0.08179356
  0.25748616 -0.35965688]"
4435,2818,"[ 1.13190475 -0.33441817  1.52768376 -0.21194905 -0.02587329 -0.04210976
 -0.34789651  0.02972686  0.19438042 -0.21993399 -0.31502556 -0.18041878
 -0.05563422 -0.31326664 -0.23719062  0.19518854 -0.04150808 -0.41642819
  0.024172    0.30996872 -0.36534495  0.18824655  0.0453533  -0.12128678
 -0.07519417  0.2671529  -0.12834329 -0.11613729 -0.01581317 -0.06849448
  0.03887278 -0.03629153]"
4436,4264,"[ 0.82090327 -0.55719275  1.17323528 -0.37487973 -0.04443902 -0.03488924
 -0.14709999  0.21759277 -0.02791639  0.19675278  0.18235038 -0.26405778
 -0.32010112  0.13804489  0.22504252  0.23578058  0.2213824   0.26752926
 -0.2101769  -0.06702801 -0.09906378 -0.25445895  0.1511216  -0.02966449
 -0.01385553 -0.16213022 -0.00995439  0.28696967 -0.27928152 -0.37455267
 -0.27412837  0.16058921]"
4437,2865,"[ 1.44994725e+00 -3.51883875e-01  1.71306149e-01 -1.77981425e-01
  5.22544224e-02  5.04076498e-01  3.94096522e-01  2.74892269e-01
  5.55935646e-01 -6.34901419e-02  2.24186532e-01 -7.24203793e-01
 -2.21942438e-01  4.52979023e-01  3.38216693e-02  2.28797270e-01
 -2.30354829e-01  2.46944327e-01 -2.14017924e-01 -9.34420213e-02
 -1.01990151e-01  5.40706743e-02 -1.63503891e-01 -4.45686581e-01
 -1.37012049e-01  2.27243072e-01  4.98989720e-01 -6.62008202e-02
  5.05901008e-01  5.01168664e-02 -3.81139836e-04 -1.30640431e-01]"
4438,1447,"[ 1.84183812  0.09000229  3.24026805 -0.79865312  0.00468535  0.04791907
 -0.34941459  0.50365911  0.23143814  0.359026   -0.13833512  0.57537025
 -0.50943776 -0.16038768 -0.08648109  0.3324478  -0.08451674 -0.61183716
  0.06850606  0.32403605 -0.15826775  0.28801924 -0.08142358 -0.20495057
  0.81823488 -1.74684123 -0.22324161 -0.16799121  0.1503672   0.99896587
  1.01669148 -0.15166185]"
4439,1974,"[ 1.08870692 -0.38709868  1.60272039 -0.23701355  0.02165234  0.02617636
 -0.35712018  0.08323432  0.18027377 -0.08593572 -0.37974938  0.50468442
  0.04578368 -0.2213255  -0.28771002 -0.25769896  0.00291305  0.21179079
 -0.02670486 -0.20922375  0.1288324   0.12786336 -0.14483099 -0.20249155
 -0.13069323  0.04954911  0.01897334 -0.0662537  -0.42065507  0.28356911
  0.02151039  0.11408412]"
4440,4065,"[ 4.00325262  0.30594294  6.45929554 -0.49763336  0.11879161  0.052356
 -0.86938273  1.04534292  0.43229553  0.91823726 -1.11808785 -0.31552492
  0.43602989 -0.60945171 -0.09158206  0.36121823 -0.92928456  0.56123959
  0.43577021 -0.02248899  0.81586597  0.9038389  -0.13827439  0.45599094
  2.77268298 -3.00330009  0.34970676 -1.10612411  0.26324481  0.5856601
  1.71277419  0.14262835]"
4441,4571,"[ 0.83519087 -0.73056581  0.58835973  0.09152174  0.02150185  0.09702463
 -0.54684994 -0.092448   -0.1571958   0.50412303  0.1319234  -0.07500265
 -0.27625351  0.37208479 -0.26499841 -0.24598084  0.31842065  0.3413899
 -0.0968763  -0.3777763   0.37357743  0.91872733 -0.12941662 -0.15258078
  0.58457953 -0.72310895  0.19036862  0.39316201 -0.12036793  0.31631362
  0.48913435 -0.14935712]"
4442,4775,"[ 6.34761920e-01 -7.69639796e-01  4.11230074e-01 -1.52490782e-02
  1.63815686e-02  2.66227702e-02 -2.03241334e-01 -1.47842246e-02
 -4.35154551e-02  5.46036669e-02  5.44702509e-04 -2.81772701e-02
  2.48553299e-02  1.32618845e-01 -1.67482037e-01 -1.49436204e-01
  7.99778096e-02  2.82815130e-01  7.12672368e-02 -2.33751149e-01
  1.48141690e-01  2.58979745e-01 -5.30055038e-02  8.13679069e-03
  7.65877173e-02 -2.16280754e-01  1.91832012e-01 -3.67896973e-02
 -1.76465857e-01  1.52915294e-01  1.28198135e-01  3.52017789e-02]"
4443,3098,"[ 1.21217023 -1.55525798  0.15643898 -0.05848588  0.03560626  0.06546598
 -0.28898546  0.15128555  0.05466121 -0.27823042  0.0388606  -0.1333012
 -0.05585375  0.15779721 -0.13671299  0.01758468  0.06700588  0.13789958
  0.46037963  0.02392392 -0.17390993  0.30309323 -0.01041993  0.25102177
 -0.510747   -0.00319977  0.0078206   0.14366069 -0.00585967  0.04679586
  0.04041233  0.04954892]"
4444,2279,"[ 1.22635038 -0.42392618 -0.35937609  0.31178724  0.02292982  0.44096256
 -1.35812257 -0.4253218  -0.62660839  1.06169258  0.25128124  0.00653359
  0.27078453 -0.17791841 -0.5975385   0.11889588 -0.14727953  0.03291186
  0.38367804  0.29323218  0.06223663 -0.72332044  0.07503932  0.01363533
 -0.33118001  0.15396599  0.3181007   0.57621871 -0.11075166  0.27559829
  0.00932141 -0.19339929]"
4445,4690,"[ 8.03311127e-01 -6.22648364e-01  5.77541597e-01  1.64840840e-01
  4.77962415e-02 -1.10188760e-01 -1.21452910e-01 -1.06076570e-02
  1.67182710e-01  6.17016123e-03 -6.04257675e-01 -3.18637999e-01
  2.64525107e-01 -2.70118793e-01 -2.67217845e-01  5.06116358e-02
 -3.91688882e-02  5.67256371e-02  2.56671873e-01  2.63356276e-02
 -9.31102262e-03  2.20186612e-01  9.04683014e-03  1.54619009e-01
 -2.56617131e-01 -2.42358027e-01  7.10148740e-02 -4.89262747e-02
  5.23986653e-02  9.03771757e-02  9.84911786e-02  4.93941189e-04]"
4446,3786,"[ 2.59394359  0.23551534  1.09629227  0.62088688  0.32600846  0.29930923
  1.03452961  1.88342306  0.85988149  0.77060213 -1.21687172  0.27467218
 -0.27989464  0.22304143 -0.48260369  0.44578396 -0.72003402  0.13177524
  0.02299075  0.01482276  0.04972773 -0.51471146  0.32634647 -0.03863737
  0.23142889 -0.84448462  0.32526771  0.55132632 -0.09434193 -0.5367597
  0.49158792  0.40657231]"
4447,480,"[ 1.51669786 -1.34182141  1.54882455 -0.40424698 -0.02381786  0.06625528
 -0.55070798 -0.06815679 -0.01773766 -0.12158392 -0.02547328  0.39096642
  0.1431526   0.18183923 -0.07545185 -0.50900308  0.15839784  0.53196982
  0.45427638 -0.45273728  0.43216631  0.64088725  0.10217032  0.25439389
  0.27511907 -0.03825867  0.58548621 -0.951836   -0.49398144 -0.03156683
  0.41614075  0.35625639]"
4448,5429,"[ 2.31315305 -1.96245961  0.44174174  0.73530853  0.09730356  0.43509911
 -1.19341844 -0.86772364 -0.24560875  1.12011379 -0.39647305 -0.27449515
  0.33441391 -0.20335731 -1.05077015  0.19763874 -0.17003397  0.22435457
 -0.02390821  0.02937002 -0.30191185 -0.19838839 -0.21261845  0.02481156
 -0.41226348  0.38147507  0.13902786  0.6575889   0.33944036  0.45724957
  0.04514711 -0.27691797]"
4449,5335,"[ 2.67799137  0.06334993 -0.81474387 -0.35934906  0.36106914 -0.84356724
  0.29558147 -0.12292682  0.03170501  1.35693024  0.51677074  0.42562198
  0.04120801 -0.25440604  0.60727822  0.23743155  0.11319804 -0.1580246
 -0.72900524 -0.10309052 -0.27225503  0.12255021  0.11777546  0.03547083
  0.69459551 -0.80392462  0.22916801 -1.0143599  -0.75854117 -0.8120281
  0.01992616 -0.81267593]"
4450,792,"[ 0.98549012 -0.51860296  1.10695529 -0.10581297  0.00279482 -0.00509456
 -0.15569403  0.04628357  0.04759468 -0.039712    0.11167758 -0.39935258
 -0.38887241  0.19847479  0.12387968  0.54639898 -0.3038923  -0.19759556
  0.29146471  0.26404143 -0.25059307  0.41430695  0.09097883 -0.12910074
  0.25237695 -0.5618047  -0.1852314  -0.32180029 -0.21641425  0.25412543
  0.43597882 -0.01758669]"
4451,4881,"[ 2.07398673  0.11140712  2.42042359  0.26297276  0.10109081  0.11525215
  0.12747878  0.55729458 -0.25137602  0.55913149 -0.58452987  0.72446548
  1.6029486  -1.51633059 -0.261896    0.08945323 -0.07496769 -0.20169142
 -0.16615021  0.373639   -0.22132539 -0.50419552 -0.34889149 -0.31695104
  0.27369838 -0.54302088 -0.37018337  0.34039396  0.18208795  0.54949989
 -0.23157852 -0.21365939]"
4452,3615,"[ 1.47036527 -0.37650445  0.73996493  1.60067775 -0.20342319 -0.15374586
  0.52091976  0.01129499  0.46566369  0.16452906 -0.97786122 -0.42369172
 -0.25274004 -0.40877228 -0.38916045 -0.03304965 -0.22780184 -0.00879678
  0.37062293  0.09911892 -0.33861129 -0.65766731 -0.3225083  -0.43121559
 -0.26301875 -0.0922778   0.53562     0.02080768  0.12105899 -0.08608848
 -0.12469744  0.26565541]"
