,node,embedding
1655,1159,"[ 1.10686724e+01 -1.97416057e+00 -2.08985168e+00 -1.57715384e+00
 -7.79722448e-01 -9.18728390e-01 -1.31948616e+00  3.64282866e+00
  2.48545712e-01  2.24516804e-02 -8.11011756e-01 -8.22437278e-01
 -4.77208295e-01  9.89844534e-01 -9.28945339e-01 -7.35436557e-01
  2.66834560e+00 -7.11254421e-01 -1.96125127e+00  5.81530410e-02
  4.98092221e-03  7.52752678e-01  7.49073979e-01  1.45569468e+00
  2.30273673e-01  1.95648263e-01 -2.00609211e+00 -2.02982063e-01
  1.01902077e+00 -5.52896291e-01 -1.59489575e+00  6.34266210e-02]"
1656,5365,"[13.28255948 -0.44863362  0.34696393 -0.53554551  0.72712967 -2.61865961
  1.38497243 -1.43571199  0.99612105 -0.33079508 -1.05574904 -0.87031766
  1.49416671 -0.10236471  1.50511132  1.3141376  -0.56728126  2.20178797
 -2.5844842   0.3624459  -0.34655298 -0.88608537 -0.35414513  0.98506155
 -1.46419162 -0.02457922 -1.4089524  -0.01825339  1.64553027 -0.33637047
 -0.18073925 -0.25040011]"
1657,5423,"[ 1.37508449e+01 -1.44153232e+00 -1.98488166e+00 -1.39611452e+00
  2.40301510e+00 -3.58762825e+00 -1.36101044e+00 -3.97181956e+00
  1.02589382e-02 -1.52069622e+00  2.06460732e-01  1.51916609e+00
 -3.69241410e-01  1.97277000e+00  2.07111417e+00  5.96094825e-01
 -8.00633977e-01  1.87097296e+00 -4.70287598e+00  5.23154853e-01
 -8.73647634e-01 -1.07557695e+00 -9.79407461e-01  1.33366016e+00
 -9.83318922e-01  6.62632802e-01 -9.12427401e-01 -2.69665036e+00
  3.57278321e-01 -5.12542059e-01  1.60589425e+00 -8.47809618e-01]"
1658,629,"[13.04861298 -3.20332756 -0.46917125 -2.25223047  1.36564693 -1.11775037
  1.91775091 -2.52629911  1.29917711 -0.20254949 -1.09692664 -0.25879906
 -0.66342676  2.23048274  1.28687096 -0.44463157  0.87857674 -1.20745145
 -0.33263111 -0.01371526  1.06481977 -0.43722768  0.57135017  0.29979943
 -2.01099645  1.07469923  0.24260093 -0.18153863 -0.11808974 -0.93248666
  0.20575672 -0.6853243 ]"
1659,1363,"[ 4.22073073e+01  7.60493211e-01  4.42107474e+01 -3.43789469e+00
  1.42162010e+00  7.37819944e-01  2.66063074e+00  8.56026148e+00
  6.12023891e+00  1.09548628e+01 -1.08846228e+01 -4.05491716e+00
  5.72673798e+00 -9.81689938e+00 -1.34720823e+00  2.48004513e+00
 -1.01447786e+00 -1.13343923e+00 -3.24872851e+00  3.04696701e+00
 -4.87754926e+00 -5.84432566e+00  1.82181049e+00 -1.84909628e+00
  8.76618008e+00 -1.82880392e+01  1.22489220e+00  1.51519253e+00
 -7.96140947e-01 -6.28291652e-01  4.79340886e-01  2.33519278e-02]"
1660,4068,"[ 3.03467261e+01  2.60160269e+00 -5.26165735e+00 -2.07396613e+00
  4.87831019e-01 -3.67263232e-02  2.82984322e+00 -3.14209033e+00
  1.81815938e+00  7.94064031e+00  1.17883426e+00 -1.46267009e+00
  2.14139333e+00 -6.66872392e-01  5.62236229e+00  4.11551884e-01
  1.79212094e+00  1.40909619e+00 -2.72800059e+00 -1.71961805e-01
 -6.39714111e-01 -1.10163758e-02  7.37044666e-01 -3.51782869e-01
  2.25360341e+00 -2.55269633e+00 -4.05013764e-01 -5.15112938e+00
 -2.60031614e+00 -2.42720087e+00  1.47711830e+00 -1.59663153e+00]"
1661,1711,"[11.44686354  0.31532038 -2.08252899 -3.78958955 -0.74929407  0.74549358
  1.44530081  1.89128378  1.53496598  2.16474001 -0.04790787  0.48096466
 -0.92980887  0.43329484 -0.06092018 -0.67358647 -3.06965312 -1.7904964
  0.31850363 -1.67613171  0.46575951  0.45089775 -0.03823247  0.78481613
  0.88305646 -0.8064439   0.4853709  -1.40715494 -0.76576152  0.38318414
 -1.27034905  0.76349307]"
1662,4478,"[ 6.15144196 -0.01721521 -1.83169442 -2.13485404 -0.20747658  0.37349107
  2.19826561  0.33094686 -0.45511885  1.35500093 -0.29800138 -0.09113209
  0.54770788 -0.22211882 -0.98254254 -0.3443259   1.04629507  1.16758808
  1.71260216  0.77181574 -0.85578683  0.13068178 -0.66849404 -1.09333139
 -1.47004232 -0.11358625 -0.35547196 -0.74730106  0.1090939  -0.08744969
 -1.16481816  0.054724  ]"
1663,2455,"[28.16310452 -6.26934182 25.38200369  9.00143947  0.12715354  2.69722737
 -3.39557058  2.98287961  1.26882749  0.4868722  -2.49924095 -1.19316266
 -0.50471463 -3.21663166 -0.13897288 -0.7659318  -0.11895751 -0.60762076
  5.34811129 -0.43115243  0.40357184 -2.13558753 -2.71513453  1.78579258
 -1.19743957  0.0421627  -1.23641155  1.27019827  0.11750153  1.99228675
 -3.53129208 -1.49599449]"
1664,6545,"[ 5.96193615 -1.17633228 -1.05652197 -3.70407187  2.12938982  0.55070365
  2.82348902 -1.20901644  0.8225907   0.0292129   0.14475884 -1.07831253
 -0.28565266  0.47919116 -1.92012821 -0.42328893  1.11515467  0.58514125
  0.93398422 -0.28262293 -0.14136158 -0.70518921 -0.14418461  0.34073457
  0.80505519 -0.58487553  0.34991203  0.33961609  0.05851949 -0.49230697
  0.16636247  0.2169665 ]"
1665,1341,"[ 1.67047160e+01 -3.75033932e+00  2.13065227e+00 -1.22438327e+00
  1.35175137e+00 -3.71820943e+00 -1.01479121e+00 -4.85754074e-01
 -9.03173163e-01 -2.50869966e+00 -1.46605652e+00  8.50691703e-01
  1.64916396e-02  2.12791454e+00  4.09298691e+00  4.86958688e-02
  2.25579055e+00 -3.37108743e-01  1.10153619e-01 -5.91088631e-01
  8.52628166e-01  8.26517129e-01  7.47439602e-01  3.51099448e-02
 -3.78112556e+00  3.60256435e+00 -1.07316758e+00 -5.00475277e-01
  8.06077355e-01  1.91209388e+00  5.59937184e-01  1.88754604e-01]"
1666,6363,"[ 2.4016593  -0.83416552 -0.6185369  -0.24509368 -0.07214059 -0.60098902
  0.15461401 -0.14048088 -0.47506555 -0.1717478  -0.50050321 -0.05165645
 -0.25315806  0.50853516 -0.69822863 -0.16534585  0.35125083  0.31235747
  0.06963958 -0.01224102 -0.00961914 -0.15013373  0.85543864  0.22429391
 -0.17208813 -0.05836343 -0.57008931 -0.0160974  -0.10025854  0.13929756
 -0.31504076  0.1693324 ]"
1667,91,"[ 9.29557254 -2.58397438  0.16727529 -0.88307276 -1.56172724  0.57612667
 -0.35622745  0.58604607 -3.73722578 -2.59247043 -0.49519514  1.58938755
  0.34973252 -0.85147732 -0.81990217  0.78500619  0.27597416  0.74346744
  1.12373793  1.14459852 -1.09389281 -1.18022108  1.04760156  0.86962634
 -0.70636231 -0.34840179  0.8993412   1.46733383 -0.41135926  0.35108373
  0.88050262  0.61278796]"
1668,444,"[ 3.51070813 -0.48324026 -0.30637066 -0.33119565 -1.02765109  0.38218574
 -0.50033468 -0.59665583  0.54539996 -1.06943257  0.68342981  0.51375115
  0.16580473 -0.16604528  0.51323955  0.45387658  1.17898156  0.55454683
 -0.46409524 -0.35788026  0.50355225 -0.46714462  0.75316781  0.235804
  0.70602    -0.27873847 -0.61826078  0.02416365 -0.66049082 -0.51977093
 -0.22714084  0.32796404]"
1669,5275,"[ 8.38219453  0.94721889 -3.12256476 -2.50044893  1.08954913  0.92539126
  0.88469641 -3.70099425  1.53718713 -3.77142247  0.06481779 -0.12387686
  0.82751261  0.20280872  0.81697829 -1.38366949 -0.3814191  -0.59350209
 -0.93327627  0.20376246  1.10758579  0.82827056  0.46465842 -0.06566849
  2.26576197 -0.52217054 -1.18708959  0.58795833 -0.463162   -1.01060028
 -1.51110475 -0.04618039]"
1670,2408,"[ 6.39665332 -0.54752122  6.43901654 -0.47575201 -0.43617402 -1.23745685
 -2.28166688 -0.23831049  0.4546972  -0.28952652  0.2643328  -0.18906972
 -0.01549225  0.75509421 -0.1909037  -0.40200658  0.44922087  0.76168276
  0.04900482 -0.53824898  0.30101595  1.34651092 -0.46323746 -0.8307946
  1.29141029 -1.40990353  0.54706119 -1.44576871  0.15207813 -0.34649848
  0.26218622  0.3000171 ]"
1671,2076,"[ 7.5773876  -2.81410696 -1.38808685  0.80559259 -1.41053561 -0.14091014
 -2.74878149  0.79723624  0.48121396 -0.58965111  0.43992775  0.03228592
 -0.05221069  0.49918037 -0.56775256 -1.12680771  0.56901708  1.23221546
  0.02781197 -0.53517348  0.32677817 -0.1622759   1.22539419  0.2520603
 -0.06250641 -0.96727369 -0.02775378 -0.18956883  0.24787204  0.78436089
  0.34146955 -0.42493543]"
1672,3576,"[ 3.92761909e+00 -1.15295777e+00 -3.06442248e-01  1.50023540e+00
 -7.00616674e-01  1.02712989e-01 -1.74527723e-01  5.00532134e-01
 -5.43744866e-01 -5.05384864e-01 -1.48975227e+00 -3.80665461e-01
 -2.79354652e-01  8.92866524e-01 -9.53581252e-01  4.62581395e-01
 -6.32663973e-01 -2.66064267e-02 -5.22393906e-01 -1.45267765e-01
  1.16217003e+00  6.65996041e-01  8.16554013e-01 -1.71567643e+00
 -4.00631075e-01 -2.90099702e-01 -2.98583437e-01  1.52457358e-01
 -1.38015468e-01 -8.23477909e-02  3.74363297e-01  3.61332076e-03]"
1673,2581,"[16.64225914  1.09581201 -3.52581052 -9.06218429  4.94179067  2.26173338
  4.02763415 -2.3408118   2.10729743 -6.41611827  1.24763914  0.92950078
  0.39416549 -0.1163078  -8.12452379 -1.12855778  0.45944757  1.27576334
  6.43689761  0.18013716 -1.73094627 -0.97872236 -1.42253629 -0.66913607
  8.55645797  6.24084849  0.81281204  3.80973929 -0.92561971 -1.24750956
 -1.47525247 -0.26252732]"
1674,2977,"[ 3.22215487  0.44689365 -1.30924814 -1.25624037  1.75418115 -2.17667694
 -0.343312   -1.18614349  0.54342044 -1.84420584  0.10094715  0.24667158
 -0.08756386  0.03386464 -0.08237087  0.49350769 -0.02105072  0.37678777
  0.67635061 -0.20088466  1.27866985 -0.35721033 -0.780919   -0.27049436
  1.89215039  0.81302233 -0.34386128  1.03319104  0.10184034 -0.3827074
 -0.33533377  0.04121227]"
1675,879,"[11.59804053 -1.41840197  2.64275914 11.87984218  1.43033779  1.5171731
  4.67914696  2.21513242 -2.54417918 -0.82401216 -0.06942748 -0.22131804
 -0.55751926 -1.59199283 -1.32972261  0.27797806 -1.48734697  0.31905038
  0.04254111 -0.12764617  0.19959308 -2.01935996  0.1950114  -0.1899733
 -2.08198154  0.29928851  2.69755616 -2.75917532  1.08094871 -3.31677584
 -1.00157671 -1.72203026]"
1676,1894,"[ 0.8895033  -0.57930328  0.15754306  0.62985035  0.17089936 -0.02404653
  0.18666353 -0.10215568 -0.42028046 -0.44242522 -0.08949465 -0.05468982
 -0.5256166  -0.04512105 -0.17445576 -0.17321718 -0.02060215  0.17220614
  0.19272783 -0.04889633  0.21885697 -0.19758457 -0.31258785 -0.03800199
 -0.14666338 -0.14652009 -0.52630745 -0.08698627 -0.23662611  0.15917216
 -0.12053994 -0.09460044]"
1677,3118,"[17.24514161 -1.62566045 -1.38459194  6.03559519  0.16973188  0.5943259
  3.76592018  0.28899919  1.16922934 -0.55427236  1.04584641 -0.23487913
  0.4591074  -0.96515129 -0.09622706 -1.37775741  1.19779328  2.76271144
 -0.24489066  0.39036164 -0.85562695  0.33820986  1.34861068  1.37209322
  0.8987548   0.59785505  0.11569403 -0.55587626  1.05833798  0.41950267
 -1.65696277 -0.91113931]"
1678,1890,"[ 3.57803244 -1.36073857  0.47469268  0.01496913  0.69827722  0.51864229
 -0.31261624  0.6525847  -0.56631567 -1.68904755 -0.58567787  0.16190766
 -0.28779109  1.08360177 -0.03213773  0.0051314   0.36075747  0.11897766
  0.72323565 -0.11289907  0.49649006  0.21263867  0.15080349 -1.41424107
 -0.76675648  0.2108838  -0.42139773  0.07965268  0.04565265  0.54836378
  0.60696243 -0.08265989]"
1679,5495,"[ 1.33536673e+00 -2.71805572e-01  8.36204371e-02  2.22328557e-02
 -5.74207464e-01  2.65225283e-01  1.09257895e-03 -4.13578468e-01
 -4.98956130e-01 -2.04433165e-01  1.83061875e-01  3.82710593e-01
  2.26741953e-01 -1.46772382e-01 -2.98103295e-02  3.67530387e-01
  3.62046842e-01  3.40095797e-01 -3.40762244e-01 -3.40509373e-02
 -7.66145788e-04 -1.17581446e-01  3.52665432e-01  1.41171632e-01
 -1.23164032e-01 -3.44373649e-01 -5.20222381e-01  1.06262541e-01
  4.36157016e-02 -4.26837988e-01 -2.38845414e-02  6.05809949e-02]"
1680,1984,"[ 0.94478102 -0.51382448 -0.1520849  -0.35632267 -0.50962248 -0.17200066
  0.32015332 -0.12918945 -0.27753602 -0.03374631 -0.2179014   0.02670029
 -0.22775585  0.14724609 -0.6935901   0.02029678 -0.24159348  0.09478754
  0.16804195  0.01227598  0.05724829  0.00991195 -0.38691778 -0.41364947
 -0.12114294 -0.1816331  -0.17054314  0.05189822  0.20017699 -0.27777606
 -0.25787673 -0.19527677]"
1681,3587,"[ 3.31503891 -1.43828215 -0.77864391 -1.4730731   0.64669133 -0.03135383
  0.75524339 -0.86741104  0.04513048 -0.27174941 -0.3601385  -0.20248754
 -0.24665686  0.44530478 -1.76596988 -0.15242239  0.20190416  0.40760894
  0.75200335 -0.23527819 -0.01152721 -0.06114251 -0.58175963 -0.03829447
  0.49195842  0.0229973   0.62711041  0.31414671  0.19281763 -0.28733368
 -0.51567214 -0.15138874]"
1682,917,"[ 2.38375545e+00 -7.06962213e-01 -1.93249861e-01 -2.91514145e-01
  1.11322699e-01 -1.28462509e-01 -2.66382850e-01 -1.00077852e+00
  2.00547694e-01 -1.13377431e+00 -2.31715867e-01 -7.85429962e-02
  6.32704766e-06  4.84045164e-01 -7.80676937e-01 -4.96603838e-01
  1.78416897e-02 -2.03138918e-01  2.69683295e-01 -3.74132214e-02
  2.73657795e-01  1.54531285e-01  1.83513914e-01 -3.35300930e-01
  4.75376977e-01 -1.64291490e-01 -9.63876070e-01  1.28653019e-01
 -4.14583856e-02 -4.23136256e-01 -2.12954698e-01  2.04465622e-01]"
1683,1162,"[ 2.01045546e+00  2.37227253e-01  4.95177262e-01 -3.94649246e-01
  4.30658747e-01  3.73812197e-01  2.11845025e-01  3.83847930e-01
 -4.42805406e-01  6.58112905e-02 -1.36166762e-01 -8.57364275e-01
  4.72599459e-01 -2.85600050e-01 -4.53230375e-01  2.61733167e-01
 -6.21673737e-01  2.92214956e-01  9.18292074e-02  7.57026461e-02
  1.59085575e-03  2.16040516e-01 -7.24119135e-03 -7.37950129e-02
 -5.30763357e-01 -7.98598083e-01 -4.68743984e-01  2.70883538e-01
  2.82485101e-01 -9.87798695e-02 -3.07292443e-01 -3.93912445e-02]"
1684,3584,"[11.1459961  -0.06760927 -2.21917232  5.33582399 -1.07300598 -2.03463687
 -0.26471137 -3.30308266  0.40943822 -0.60202008  1.24797589  0.59286263
  0.26543529  0.55888838 -1.66860861 -0.64447868  0.93352435  1.11822225
 -2.45255573 -0.71880514  0.03566789  0.17038046  0.97902929 -1.62675209
 -0.5752182   0.08064025 -0.24025894  0.84025397  1.80576387 -0.82589739
  0.92248618  1.17291165]"
1685,3992,"[ 5.05654141e+00 -1.75064461e+00 -2.01019506e-01  3.26389746e-01
 -1.95806744e-01 -1.81353253e+00  2.23590035e-01 -8.38752110e-01
 -8.43022090e-04  1.04839730e-01  7.35717144e-01  8.92459015e-01
  1.93209218e-01  6.07567133e-01 -3.73246831e-01  4.08317397e-01
 -8.19258241e-01  1.02301637e+00 -1.16260024e+00 -1.36523710e-01
 -7.34130157e-01 -4.23550760e-01  3.84789753e-02 -1.92654487e+00
 -7.28177862e-01 -8.09087941e-02  1.17835503e+00 -4.02570666e-01
 -1.50540619e-02  5.78231469e-01  1.62510100e-01  6.21776240e-02]"
1686,6666,"[11.12043384 -1.05826968 -0.58313094  1.3063086   1.33726047  1.62936109
  1.25284259  4.35764608 -0.59746006  0.10656125 -1.07614667 -1.51485483
  1.24627443  0.62638676  1.54415641  0.22743789 -0.60965935  0.88010878
  1.51612348  0.52452119 -0.97491265  1.79215689 -0.07097464  1.77509981
 -0.67842242  1.77357295 -1.1236562   0.37282019  0.62852621  0.34782698
 -1.01650654  0.24333382]"
1687,278,"[ 1.68631195e+01 -2.39022382e+00 -5.19156610e+00 -4.65562195e+00
  2.13717709e+00  2.60449800e-01  4.55271623e+00  2.63114936e+00
  1.71184346e+00  2.43346511e-01  4.38382034e-01  7.73891046e-02
 -6.54917585e-03  2.52868989e+00 -2.82542336e+00 -2.12177864e+00
  1.49455846e+00  1.13393032e+00 -7.44178005e-01  8.48839124e-01
 -3.75735187e-01 -1.84413525e-01 -4.92030158e-01 -9.75049585e-01
 -1.21153404e+00  6.36153293e-01 -7.44785786e-01 -1.01510264e+00
  7.37255547e-01 -1.89900910e+00 -1.07520644e+00 -1.60242817e+00]"
1688,2844,"[22.10549766  1.72959866 -1.73705225 11.09790914 -1.98740126  1.80983378
  8.85804561  1.63547887  2.97562908  1.68928117 -1.31943687 -0.3832444
  0.77221005 -2.02544699  1.41203317  1.75130825  3.00364809  2.46037748
  2.98773928  1.09750966  0.32703565 -2.78705459  1.64195337  1.71042505
  2.59131439  1.06591928 -0.86433436 -0.1497748   0.7833619  -0.05106615
 -4.26407362  1.55062621]"
1689,6178,"[ 40.3594422   -9.2853062   -2.34852349  -7.58006625  -1.0227079
   0.49221037  -6.28402034  21.22655434  -2.27579889  -1.68422163
   2.70917933  -2.00739821   1.05290325  -0.92078003  -2.00799523
   2.22033282 -16.20958771  -0.53083412  -5.628648    -2.82535973
  -0.33927304  -3.8018674   -2.64861924   1.43472578   0.51320088
   3.51299755   3.60580334   0.15681742   0.62745177  -1.66087489
  -3.54186485  -0.66772472]"
1690,3410,"[ 68.57996795  -5.20142767   4.41136152  71.13562567  -8.68382619
   4.23119235  17.79934451  -2.69293296   6.15505682   2.79399027
  -6.40901793  -1.77530309  -0.42332345  -5.55301998   1.99103648
   4.78297907   5.81594467   3.45864776   6.67219828  -3.54453219
   3.29352495 -14.38763787   1.32618948  -3.45159252   4.080863
   2.86941406   1.2716473    5.16109378   8.57090879  -1.13059863
  -0.78328245   6.27804879]"
1691,3579,"[28.97788996  2.44061768  2.0941415  21.53094168 -4.67139877  0.37600006
 12.47477885 10.00019275 -0.30208258  2.25155355 -2.77713946  1.25268033
  2.94097516 -2.36335257 -1.74855348  0.94090916 -5.6518674   0.74746326
 -0.58773787 -0.14559839  1.19450379  1.44805026  1.57610073 -1.43684794
  2.58423055  0.35963496 -0.14310832  1.73664928 -0.27004297  1.83357183
 -0.3112071  -1.37573644]"
1692,4262,"[ 2.3018995   0.10369645 -0.4544616   0.09302664 -0.67269382 -0.3694187
 -0.2578243   0.63188451  0.05599604 -0.49164994  0.28309102  0.58843513
  0.15584617  0.20296275 -0.39791253  0.47046483  0.41593075  0.64156287
 -0.7816488  -0.14656916  0.08715473 -0.76834553  0.08502866 -0.01177681
 -0.16990175 -0.05649255 -0.09471941 -0.36463742  0.66075277 -0.29112011
  0.77317307 -0.26420302]"
1693,2313,"[13.54463275 -1.19200408 -2.10241632 -3.40459781  1.35489908  0.95355543
 -1.92413596  0.56988821  0.82739972 -3.73069008 -1.02964448 -0.37240461
 -0.96353656  0.57533419 -1.69262919 -0.19026691  1.24239397  1.07440566
  0.76151504 -0.41073529  0.04222865  0.40430831 -2.06268339 -1.21346446
 -1.39820863 -0.82625761 -1.11095286  0.29633135 -0.38229015 -0.42824954
  1.47607739 -0.071965  ]"
1694,766,"[ 1.10137861 -0.3352572   0.44842703 -0.06236104 -0.02181678  0.19122128
 -0.43527703 -0.31665897 -0.72213443 -0.56151419  0.19820768  0.1767013
  0.56367625 -0.06345953 -0.44468591 -0.31375402 -0.12566691  0.08416776
 -0.03354988 -0.02875916  0.06460054  0.0815029  -0.15066733 -0.089165
 -0.14310101  0.33652167 -0.19401616 -0.37341434  0.07934582 -0.2248131
  0.29054516 -0.01232595]"
1695,6003,"[ 8.23492182 -0.21940385 -3.18353898 -1.51081496  0.5900909   1.14851272
  0.04195659  1.33675209  0.46362981 -0.8452119   0.1082916  -0.25359233
 -0.64851119 -0.10246667  0.87528781 -0.9300022   0.45705849  0.55132969
  0.49322997 -0.6204333  -0.26540028  0.49735559 -2.20854025 -2.35657686
 -0.60311711 -1.08738    -0.39728293 -0.25809782  0.74363499 -0.23775325
 -0.25003781  0.01023401]"
1696,1325,"[ 1.99794667 -0.01007251  0.53648143  0.53202097 -0.30692558  0.1568439
  0.52562917  0.71546547 -0.53499686  0.69531693 -0.3297048   0.37390831
 -0.02271806 -0.16416603 -0.69875661  0.41477509 -0.47218176  0.17611733
 -1.02705091  0.18702013  0.24539083  0.45917694 -0.0968423  -0.06596835
  0.10397015  0.11759006 -0.00910772  0.64430283 -0.26994057 -0.73246658
 -0.18939398 -0.01151097]"
1697,1737,"[ 6.64691089  0.68200005  4.22676517 -1.15615057  0.66891068 -0.40955147
 -1.62431241 -0.31361766 -0.8992979  -1.59182647  0.11322768  2.52869318
  0.97066162 -0.7061102   0.20349693 -0.27101533 -0.9602805   0.30796407
 -0.25630004  0.05912908 -0.05408471  0.44791567 -0.73519773  0.57346224
 -0.21192276  0.91952062  0.38268789 -0.71158251 -0.50930004  1.64215303
  1.91221076 -0.69076204]"
1698,5298,"[ 40.56644978  -4.2767246  -10.85650779  10.53421035  -2.13318593
  -0.93513682  -0.95841405   7.06892064   1.9889573    9.31647892
   3.03552296   0.83098624   3.35239535   0.23449952  -3.15861334
  -0.38988716   0.47882172   2.84627366  -5.83904559  -1.58416264
  -2.95275848   7.56125229  -1.67941161  -0.73737256   1.8525494
   0.76817358   1.43167552   3.859969    -0.45814902   0.06337133
   1.58589015   0.99809141]"
1699,1203,"[ 3.82312150e+01 -5.08547195e+00 -7.56261046e+00 -1.85464724e+00
  1.06523520e+00 -3.74392556e+00  8.05129718e-01 -7.25295354e+00
  9.34244258e-01 -4.06449608e+00  5.67587238e+00  1.86744475e+00
  9.50319282e+00 -3.54930229e+00  9.00485067e+00 -1.25909964e+00
 -4.62486227e+00  6.80825702e+00 -9.83749173e+00  9.96413910e-01
 -5.70874652e+00 -8.58423414e-01  4.71821147e-01  1.32824957e+00
 -4.21078300e+00 -3.03979237e+00 -1.59826346e+00  2.39277385e+00
  3.16933867e-02 -2.14025517e+00 -2.16494141e+00 -1.27531422e+00]"
1700,2379,"[ 4.77048934e+00  5.07625904e-01  6.35020991e-01  5.22764820e-01
  8.67228037e-01  1.73200338e+00  7.41565972e-01 -2.15159569e-01
  1.21569008e+00  6.09719519e-02 -1.90336929e-01  4.37021540e-01
  4.76077113e-01 -6.18251191e-01 -6.47820619e-01 -6.05374724e-01
 -3.92250674e-01  1.97165623e-01 -1.01365921e+00  3.00295822e-01
  7.94813941e-02  4.80419426e-01 -4.64598458e-01  4.67895997e-01
  6.04497245e-04  1.85716614e-01 -3.91802205e-01 -4.71778962e-01
  8.06804317e-01 -1.25036156e-02  3.68187865e-01 -9.16049506e-01]"
1701,6544,"[ 8.89637891  0.96314553 -2.79004548 -0.3369696   0.64626915  0.46413505
 -1.19232495  3.86187571  1.82958475 -0.4250968  -0.36501131  0.14753028
  0.80203711  0.10147785 -1.23229688 -0.05254454  1.33890038  0.65296427
 -0.88161354  0.44061824  0.83147215 -0.45896969 -0.21361645  0.84224769
 -0.43925615  1.20979306  0.48607264 -0.83660327  0.24576767  0.25888935
 -0.92470964 -0.18844303]"
1702,4481,"[ 5.17360246 -0.55300077 -1.2757075  -1.14954609  0.04191738 -2.04760106
  0.10454432 -1.94137582  0.19369194 -0.67443713  0.3932543  -0.44311039
 -0.07459495  0.26689686  0.32567925  0.09679505 -0.58135256  0.09567494
 -1.52277608  0.13280513  0.37841573 -0.48463074 -0.66525253 -0.38856611
 -0.2638096  -0.66550846  0.07221461  0.02167731 -0.26050275 -0.30209882
 -0.35961534  0.09652688]"
1703,4215,"[ 1.76725587e+01 -4.18005248e-01 -4.98361237e+00 -7.34003687e-01
 -4.38223084e-01 -2.94197008e+00 -2.31503400e+00 -8.74701207e-02
  1.06254042e-01 -4.69581592e+00  1.70963216e+00 -3.00873280e-01
  1.04255684e+00 -3.16118090e-02  1.33540601e+00  1.23641052e-01
 -7.90530233e-01 -7.94091599e-01 -4.89250453e-01 -6.65773551e-01
  1.13457829e+00 -8.34467341e-01  2.68686433e+00  1.63440683e+00
  3.09038531e+00  1.09586296e+00 -1.54681258e+00 -1.06987847e+00
 -5.92710184e-01 -1.80741837e+00 -5.77908385e-01 -1.42337131e-02]"
1704,524,"[ 1.14803454 -0.40302812 -0.29426843 -0.38706782  0.41572677  0.6007187
 -0.04534988 -0.32897354 -0.16653982 -0.6827221  -0.27600198 -0.22399817
 -0.00833479  0.06503813  0.00497216 -0.19603479 -0.17330512  0.01178871
 -0.33676575  0.01426914  0.1318654   0.19193099 -0.11188089 -0.14882202
 -0.3964054  -0.36605377 -0.16324701  0.25047299 -0.08153925 -0.05764941
  0.0733144   0.12570416]"
1705,6113,"[34.5198293  -5.40599308  6.35651645 -7.55605143  0.13984212  0.9806865
  6.58327265  1.47986464  1.47360091  7.66450026 -4.0974855  -2.96983735
  2.15015473 -2.09704639 -2.48927691 -0.89846137 -4.66256138  1.350233
  2.45039693 -0.51967781 -1.50626085 -1.70951405 -1.47868212  1.87197714
 -3.71905878 -1.84805763  1.96301811 -1.33314574  1.28332661  2.05975448
  4.14425033 -0.14588494]"
1706,3852,"[ 1.19304155 -0.24253926  0.63816818 -0.52600147 -0.09114534 -0.19570666
  0.03394076 -0.32724278 -0.80287905 -0.36000448 -0.29580503 -0.69548532
 -0.1383477   0.50820503 -0.14910832 -0.34487139  0.23004578 -0.29030074
  0.18357592  0.10425462 -0.18697838  0.23560036  0.09151087  0.03369674
  0.18334503  0.21846165 -0.31825565 -0.12721846  0.3316199  -0.08580121
  0.30025905 -0.11314925]"
1707,1099,"[26.98299258  0.75068366 -2.96805836  0.74161299  2.56225588 -2.31222894
 -2.05574143 -5.37013005 -0.40000633 -0.75186434  2.59915947  1.35182022
  4.49369675 -1.16791208 -0.46577378  1.40688561 -1.51546454  2.1681722
 -1.48152094  0.03143288 -0.15050619  1.86859744 -0.62253118  2.08545438
  2.54640244 -1.37914877 -0.04807037 -2.50859932  1.71007616  0.42810433
 -0.28455464  0.67462784]"
1708,5820,"[16.52092411 -1.66558469 -2.70205159 -1.61923242 -0.58856168 -0.44983268
  2.43107864 -1.11773986 -0.3607239   0.79143839  2.36807878 -0.7859465
  0.37538694  0.56499856  1.04804734  0.53268202 -0.31977462  1.66490594
 -2.87943941  0.93749741 -1.54208576  0.67638774  0.49708927  0.54622496
 -2.23300698  0.96955341  0.91952516 -0.39609874 -0.66547479  0.01835915
 -0.01920522 -0.40284164]"
1709,4508,"[ 2.15716325  1.06846939 -1.33324728 -0.85094963 -0.08035603  0.76347328
  0.58805823 -0.10546683  1.53770366 -0.07203652  0.34078297 -0.26660755
 -0.14456585  0.09554769 -0.17359654 -0.5674192   0.14757644  0.40735853
  0.08602094  0.5860663   0.07405759 -0.03991616 -0.84728097 -1.1640512
  0.08780582 -0.36848813 -0.35358123 -0.04857969  0.00938866  0.01628232
 -0.26308945  0.32811954]"
1710,212,"[14.40151576  2.93726937 15.16150721  0.42035684 -0.41355136  1.64572124
 -0.94107857  1.0987682   1.58695421 -0.81055171 -1.21989669  2.31011087
  0.05861273 -1.08159465  0.8571111  -0.31538559  0.68387526 -1.53587224
  3.40426918  1.11564179 -0.33077736  2.79373382 -0.04907667 -1.41443169
 -0.14669152 -1.21089136  0.50204898 -1.89392801 -1.35463888  1.10437913
  1.70026347  0.70304012]"
