,node,embedding
607,137,"[ 1.12654747e+01 -2.60150856e+00  3.40862535e+00  2.88687717e+00
  1.71765340e+00 -5.62021238e+00  1.08572817e+00 -3.73329624e-02
 -2.45420793e-01 -1.10818519e+00 -2.87688064e-01  6.74039638e-01
 -1.31015210e+00 -9.45827184e-01  2.70744414e-01 -5.03639605e-01
  6.27246437e-01  7.88250515e-02 -8.49348578e-01  6.80871624e-01
  6.28862507e-01  1.33116902e+00  7.58472233e-01  8.62226199e-01
 -1.08653164e-02  8.15341502e-01 -1.31760579e-01 -1.26995386e-01
  7.17328753e-01  2.19276228e-01  7.54045819e-01  5.71100209e-01]"
608,2106,"[15.83562337 -0.83341164  7.43903094  0.17896248 -1.29651177 -2.76895996
 -0.83988306 -0.90565008 -0.8924716  -1.38962407  1.07281969  1.35834695
 -0.19650737 -0.25852199  0.53409409 -0.5522581  -1.70787282  0.67810304
  1.37317872  0.08496966  0.21943744  0.70502423 -0.43176558  1.18219796
 -0.4891822  -0.72202096  0.66882354  0.43692042  1.40423697 -0.48846861
  0.53954006  0.11695072]"
609,4027,"[ 1.84804454e+01  8.44699006e-01  4.81638341e+00  3.52955092e-01
  1.02106096e+00 -7.04291151e+00  9.76836320e-01  2.16252479e+00
 -1.33696225e+00  9.62345690e-01  8.02899443e-01  3.61289568e-01
 -1.00460913e+00  1.14598619e+00  1.58783108e+00 -3.88358706e+00
  1.66041361e+00 -1.10265976e+00 -1.33915280e+00 -2.28783469e-02
 -5.52846989e-01 -8.01989325e-01  1.07231370e+00 -4.36060293e-01
 -7.08955757e-01  7.09723268e-04 -2.14130093e-01  7.67093240e-01
  1.97473101e-01 -9.13545070e-02  7.40324934e-01  1.62745910e+00]"
610,4642,"[ 6.65380356 -3.17862211 -0.88532588  1.62168219  0.00765208 -1.2406353
  1.53435089 -1.24040316 -0.14270687 -0.56370283 -0.25925018  0.2352041
 -0.40765598 -0.39507461 -0.74129714  1.63550798  0.06856537  0.37633769
 -0.28261975  0.73883003  0.15945844  0.37164968 -0.6391364   0.38159655
 -0.07445272 -0.15367165 -1.08731809  0.53093794  1.19924201 -0.03004973
  0.67158452 -0.52352276]"
611,4843,"[21.83150853  3.01020157  1.53634736  6.47176288  3.96014513 -5.94714528
 -1.33033088 -0.07766074  2.03329351  0.13311111  2.02084843 -1.20439161
 -1.86174982  3.23681319  1.16419987 -3.55148912 -2.01301842  0.74217282
 -1.55578432 -1.61211667 -0.73151287 -0.45168315  0.98693462 -0.43489576
  0.31807064  0.40046034  1.45139623 -1.22689855 -1.05065451  0.48845396
  0.18479525  1.87537857]"
612,5904,"[ 7.19931716 -3.01427459  2.81450417  0.30131493  1.38765983 -4.27681242
  3.03077283 -0.27440385  0.97062256 -0.79548091  0.09034411  1.02299038
  0.3376973  -0.85999374 -0.16738442  0.82774098  0.14489679 -0.45771966
 -0.26641706  0.76149619 -0.5380504   0.28458582  0.392896   -0.43982018
 -0.60446088  1.10808732 -0.27819815  0.53002917  0.58128439 -0.30234491
 -0.78494569 -0.20221008]"
613,3205,"[14.1527044  -1.50399988 -5.79331874 -2.66528277 -2.55051645 -0.81395309
 -0.20566531 -1.96210855 -0.02229008 -2.64640319  0.06382449 -1.17877317
 -1.36460249 -0.57717546  0.02168446  0.45042101 -0.23553498  0.50724125
  0.33939384  0.42447307  1.02450521  0.26153752 -1.10672776 -0.47705556
  1.34802696  1.67682313  0.13755146  0.7661937   0.67019673  0.33010513
 -0.08267902 -0.15951762]"
614,4650,"[ 6.45614903 -2.94788078 -3.10050358  0.00864503 -2.18314208 -0.38018466
  0.79067189 -1.7095725  -1.11673429  0.04396744  1.16249973 -1.15061207
 -1.64190003  1.13999914 -0.05890603  0.229972   -0.04940847  0.43515145
 -0.91804439  0.92453194 -0.36706593 -1.07758479  0.83419279  0.27442764
  0.57258112  0.10189188 -0.22047854 -0.25278783  1.14010503  0.09134734
  0.15174092 -0.03351591]"
615,5254,"[18.00323127  1.26227696 -7.03222102  0.18939747 -5.17999582 -1.34963059
 -1.26576299  0.50449398  0.44733482  2.51741648 -1.00467072  0.20275444
 -0.25085741 -2.2474602  -0.98686544 -2.24597285  0.43920626 -0.9301766
  0.82095465  0.6641197  -0.04803184  2.35809127  0.36950385 -0.87249214
  0.15352834  0.14481781 -0.88504999  0.40654194 -0.74565468 -0.91976512
  1.33837355 -0.45099004]"
616,5372,"[ 3.33729604 -2.43928192 -2.0990593  -0.31523783 -0.39466597  1.12801168
  1.02022399 -1.07616507 -0.88077273 -0.93428577  0.77566398  0.70108097
 -1.03191558  0.62770399 -0.35027469 -0.71531632  0.13226247  0.17845825
 -0.34916522  0.32976148 -0.17020474 -1.23705684  0.5407389  -0.15851297
  0.16672788  0.2979232  -0.34559787  0.59599487  0.42422679  0.24573695
 -0.13436595 -0.10008634]"
617,3164,"[ 2.2452096  -1.05164562 -0.30127223  2.90654574  0.86412742  0.51109777
 -0.48261637 -0.20646286 -1.36177527 -0.08184906 -0.91114781  0.80289754
 -0.08895827 -0.52110211 -0.06130302 -0.22512329 -0.28267126  0.58735768
  0.52086737 -0.08583636 -0.36299862 -0.42101058  0.43651305 -0.39257756
  0.69187589 -0.27997478 -0.12029778  0.097782   -0.22879331  0.32316792
 -0.55206303 -0.54290087]"
618,4342,"[ 7.13075948 -0.36533654 -0.81575965 10.46101322  2.5665557   0.79551773
 -2.37169176 -0.45496147  0.98254062 -0.50429469  0.23595361 -0.37028565
 -0.09752536  0.13157765 -0.27513727  0.17591622 -0.23957157  1.26579696
 -0.09329756  0.42531602  0.72309785  0.59471713  0.06221973 -0.37706722
 -0.49156431  0.04114211 -0.21430601 -0.66164578 -0.64352608 -0.16804409
 -0.58657456  0.0667265 ]"
619,5109,"[ 7.35427846 -2.80980907  3.41523285  0.43867267  0.61171339 -0.8777991
  0.02799164 -0.60961335  1.37787329 -0.96303606 -0.34216734 -0.26636619
  0.27051544 -1.01247294  0.29527029  0.33287888 -0.47528262  1.69979826
  0.87406453  0.49278894 -1.03952824  0.22137007 -0.51834991 -0.52384365
 -0.76868672  0.04177407  0.08637835  0.12376169 -1.66136098  0.05485883
 -1.77340798 -1.77755963]"
620,5131,"[ 5.36803286 -2.78929877  1.49866831  1.55609613  0.30193827  1.14348512
  1.08609961 -0.95130655 -0.02602315 -0.43684642 -0.64018896 -0.65935058
  0.2751994   0.75947303  0.13409321  0.05309352 -0.23392025  0.55289256
  0.65085481  0.14724287 -0.83371138 -0.79223779  0.74162485 -0.3652688
  0.12850009 -0.07398477 -0.61885843  0.18758124 -1.46502047  0.28298421
 -1.18626422  1.33058082]"
621,5133,"[ 4.54831007 -2.4268653  -0.17558927  3.28765803  1.14099874  0.80757786
 -0.31565782 -0.32795189 -0.86861177 -0.6782679  -0.67105707 -0.64238341
  0.79860395 -0.95036275  0.44214274  0.11424905 -0.66349016  0.62191376
  0.11431877 -0.21665156 -0.38701087 -0.15820647  0.22906104 -0.01408469
 -0.2069122  -0.28750656 -0.9449086   0.55681783 -0.80997026 -0.03876905
 -0.05186581  0.42791013]"
622,1783,"[18.42718369 -0.69997685  2.61484937 -1.47746359 -0.23239624 -2.5622894
 -2.45978175  0.61534272 -0.38863571 -0.06033486  0.21593622  1.3179433
 -0.97551725  0.16060241  0.52185365  0.36453248  0.40028729  0.3324306
  0.79856347 -1.1520159   0.4879059  -3.76578964 -1.83915766  1.51147557
 -1.03348514 -0.55936155  0.81333098 -0.11540965 -0.68888344 -0.63073311
  0.93310446  0.32546705]"
623,2607,"[ 7.35340404 -3.25295494  2.65635113  1.80575865  0.39077205 -0.9709129
 -0.35049859  0.64354091  0.20857946 -0.25955832 -1.36885093  1.44524539
 -0.33768107 -0.65635935  0.62611255  0.54547956 -0.25900039  0.89600639
  1.6787394   0.02324931 -0.21398863  0.14382387  0.38825343  0.95407786
 -0.06059161  0.74653023 -0.41113674  0.31539266 -0.4021576   0.09917548
 -0.72118689 -0.52023003]"
624,2805,"[15.41800641  0.2886661   8.14063708 -1.59543718 -2.82343918  3.13456166
 -3.4534038  -1.21446195 -1.89930339 -0.23730885  1.79537718  0.2196145
 -1.16352689 -1.02389002 -0.85604265 -0.47254358 -1.17673589 -0.21962787
 -2.77400265  0.52367904 -0.73594038  2.72141268  1.2291058   1.84891603
  0.93831667 -0.24313005  0.77796134 -0.19562536 -0.86671851 -0.30702456
  0.18647637  0.06912241]"
625,366,"[ 7.4121588  -2.5104248  -1.67215167 -3.47852727  5.38829008  1.84253185
  0.25375697 -0.23939144  0.50095993 -0.32531281  0.55817346 -1.05869687
 -1.18869482 -0.83120622 -0.07820089 -0.83516939  0.47376153  0.28236081
  0.99358619  0.59564546  0.76416479  0.2287582  -1.01512605  0.96404733
  0.36185638 -0.61571688 -0.58878818 -0.28909912  0.08470767  0.42684661
  0.2782395   0.27862852]"
626,3432,"[ 3.22528270e+00 -2.56646652e+00 -4.15160885e-01 -3.10678793e-01
  8.24007686e-01  7.06459896e-01  8.23789397e-01  8.63409141e-01
  2.83955820e-01  5.75827196e-01  4.73094808e-01  2.68925246e-01
 -2.29831680e-01 -5.24857167e-01  2.47253601e-03 -2.41800972e-01
 -3.89653619e-01 -4.41844210e-02 -1.05571213e-01 -9.52911986e-01
  7.29185457e-02 -2.92442885e-01 -4.08949360e-02 -3.29331658e-01
 -1.54932911e-01  2.79058931e-01  2.05337952e-01 -3.64193889e-01
  4.05062868e-01  2.03742426e-01 -3.00686612e-01 -4.00632991e-01]"
627,489,"[ 1.59365679 -1.4149563  -0.45229782 -0.17487949 -0.02442408  0.54166768
  0.88904338 -0.30823833 -0.26624477  0.9249805   0.26049374  0.81995332
  0.16002206  0.33445062 -0.38125451 -0.18824436  0.11110349 -0.00893982
  0.19158831  0.32037768 -0.3591812   0.11575549 -0.00928096  0.13570673
  0.17926998 -0.09851908  0.47368012 -0.30295857  0.15292796  0.42670863
 -0.21338032  0.04807787]"
628,1415,"[ 2.53394052 -1.85559182 -0.20438762 -0.19349586  0.03094641  0.1521501
  1.06356331 -0.52878022 -0.09942486  0.54062694  0.67442814  0.10331819
 -0.42906651  0.39126423 -0.3651713  -0.10795428 -0.38603763  0.61768268
 -0.38790467  0.32935517 -0.46859782 -0.04535754  0.0730856   0.09265128
  0.3759986  -0.21480199 -0.07580182  0.17300137  0.25246608 -0.20863276
 -0.31055447  0.26577184]"
629,4059,"[ 2.08895619e+01  2.45519013e+00 -3.40515859e+00 -2.51690971e+00
 -3.37267180e+00 -2.05342969e+00 -7.09483539e-01 -1.94243595e+00
  8.07337245e-01  4.33556154e+00 -2.52992804e+00  4.94099122e-01
  3.56946125e-01 -2.14557121e+00 -6.08070549e-01  1.17450605e-02
  7.56008616e-01  1.15436258e+00 -6.09438835e-01 -2.49449190e+00
 -2.34885505e-02  1.37866378e+00  3.43460776e-01 -3.44923587e-01
  1.77060513e+00 -4.98658346e-02 -8.92321968e-01  1.72838611e+00
  5.16924295e-01 -1.97806203e+00 -2.67366562e+00  9.43294705e-01]"
630,5833,"[ 4.4537027  -2.8233649  -0.55424402  0.1322539  -1.53424312  0.10809777
  1.4129862  -0.52119897 -0.06785707  2.24594579 -0.18585404  0.06796219
 -0.06029691  1.12588588 -0.15748302  0.10323675  0.6802448  -0.5894694
  0.1784419   0.82563531  0.16376339 -0.01636141 -0.6362028   0.33375817
  0.34903615  0.44434912  0.55404986 -0.44526044  0.04692514  0.11716586
 -0.01619062  0.37656384]"
631,6569,"[ 1.3231638  -1.08187025 -0.23725021 -0.3500773   0.24349601  0.45037566
  0.70391467 -0.56497214 -0.02984143  0.67342162  0.32951489  0.54751458
  0.12873461  0.20648487 -0.57458503 -0.5640743  -0.11271477  0.14811458
  0.12348998  0.38724229  0.01107518  0.00613987 -0.16385447  0.08143633
  0.31937931 -0.02441963  0.4372161  -0.25198705  0.15496649  0.02496537
 -0.45845821 -0.08499329]"
632,467,"[ 9.28383854 -3.20166783 -0.15881468 -0.7106727  -3.07168428 -0.34499464
  0.3048121  -1.42361343  0.03191133  0.4440687   0.01093341 -1.67799227
  0.46012167  0.94259231  0.98412252  0.15994294  1.86515822  0.72647686
 -1.4916004   0.71151093  2.56421045 -0.9309647   0.83235033 -0.18890273
 -0.57736381 -1.46631359  0.03726783  0.19973875 -0.42365155 -0.09659538
  0.43678611  0.41898252]"
633,6476,"[12.14490604 -2.36378563  3.40344371  0.07945735 -0.63422251 -3.41125557
  1.37981888 -1.69949554  0.29071522  1.20096097 -0.27897944 -1.3424618
 -0.23232103 -0.58485172  0.58588117  0.53819752  1.16022959 -0.71752023
 -1.47973179 -0.29665793 -1.0275101  -0.39362657 -0.90630798 -1.73378031
  1.28725431 -0.54749088 -0.28954791  0.23822311  1.59996485  0.78657174
  1.05296566  0.59247627]"
634,499,"[ 8.27862558 -2.7268702  -2.25354923 -0.06187454  2.3208735  -0.21139347
  0.89161091 -2.07176018 -0.06621102 -2.72973276  0.15142331  0.40855786
 -0.79815531 -0.85210101 -0.44466094 -0.30807956 -0.11850164 -1.31598516
 -0.62067733 -0.34803757  0.3446209  -1.12355726 -0.33709022  0.20347679
 -0.70374583  1.07980643 -0.54419583  1.36040312  0.90831678 -0.13940478
 -0.01966313  0.59664471]"
635,763,"[14.97094549 -1.2117842   2.94247949 -2.11480516  0.68427604 -0.22109918
 -2.79886072  5.24258813  0.02438523  0.70600324  0.14055579  1.97448901
 -1.54813782 -0.08365195  0.14062774 -0.04894298  1.66876431 -1.51693264
 -0.06963129  0.33887368 -0.83882276 -1.72826553 -0.28962219 -0.04865626
  0.45338789 -0.69850101 -0.20143166 -0.20666924 -0.19383878  0.10786785
  0.10527036 -0.65816295]"
636,1171,"[ 6.24469988e+00 -2.45714417e+00  8.72042055e-01 -1.62179190e+00
  3.00662401e-01  8.73043612e-01 -1.88592290e-01  2.73890913e+00
  1.25023357e+00 -1.05195072e-01 -2.98543516e-01  3.41621224e-01
  9.27137597e-02  3.12146150e-01  4.97785217e-01 -6.90081213e-03
  7.12227745e-01 -4.79071022e-01 -9.11309949e-01 -1.02445639e+00
  5.52731854e-02  6.10590193e-02  7.72738746e-01 -2.68981714e-01
  2.62670333e-01 -5.03615049e-01  1.55009691e-01 -7.07138774e-01
 -8.29101995e-01  4.12971161e-01 -7.58977572e-04 -1.82681905e-01]"
637,2600,"[ 6.79619314 -3.09352902  3.35388383 -0.69142444 -1.21259537  1.41262219
 -1.02311076  1.94988306  0.88976455 -0.60174738 -1.00460896  2.03678779
  0.28228673  0.14874598  0.67558564  0.28562093  0.59854125  0.30473142
 -0.78089511 -0.01092075 -1.11034836  0.38122307  0.5589137   0.11433188
  0.97749262 -0.30119005 -0.94751661  0.24762137  0.49176516  0.74142091
 -0.46038352 -0.73485063]"
638,4117,"[ 1.11313841 -0.95215056  0.18059295 -0.32146276  0.36709912  0.40521036
  0.54123003  0.71713066  0.31298857  0.30146084  0.22667686  0.04618869
 -0.51914687 -0.01337778 -0.64060815 -0.28124354 -0.13435731 -0.00709989
 -0.06088904 -0.29594161 -0.01766804 -0.02492749  0.35215643 -0.11234188
 -0.25737771 -0.62048113  0.13344597 -0.1469565   0.1040242  -0.04281656
 -0.02430202 -0.76616453]"
639,2183,"[ 2.2827793  -1.58355161 -0.4365673   0.18834476 -0.65133337 -0.16025234
  0.66950694  0.97986939 -0.34877344  0.46748655  0.70956905 -0.13988592
  0.49425927  0.58507044  0.10854331  0.54822742  0.61654551  0.53207006
  0.1701919  -0.23433704  0.090324    0.44222924 -0.17881607  0.28872314
 -0.19454764 -0.57522844  0.12524057 -0.30003317  0.58086272 -0.13502842
  0.66036966  0.52496656]"
640,5847,"[ 1.54495889e+01 -1.12709713e+00 -7.30386808e-01  2.18770064e+00
  3.56045865e+00 -3.72449852e+00  4.71638484e-01 -3.49257751e+00
 -2.99179935e-02 -1.53033831e+00  9.81247175e-01 -2.07126290e+00
  7.36281838e-01 -3.63560698e-01  6.51677065e-01  7.67507523e-02
  1.06550145e+00 -1.09001108e+00 -4.65504808e-01 -3.69143110e-01
  4.08865313e-01  2.04855454e+00 -2.01779247e+00 -1.98330913e-01
 -1.86193572e+00 -3.23516634e-01 -9.94092899e-02  2.43794524e-02
  1.40481597e-02  6.10495181e-01 -3.68998600e-01 -1.43884240e+00]"
641,6350,"[ 3.1532419  -1.9622179  -0.68327317  2.93546328  0.63863747  0.77331899
  0.13135156 -0.22430563 -1.52037822  0.28605363 -0.593725    0.09349956
  0.16587333 -0.39451891  0.4352907  -0.14434829  0.66825205  0.12668491
  0.29242731  0.14924027 -0.14058816  0.0897894  -0.13904301  0.10799348
  0.38073912 -0.03942323  0.26475274  0.02353299 -0.16259385  0.30362821
  0.42967134  0.17081556]"
642,1427,"[ 8.32252285 -2.27312331 -4.37552826 -0.92166463 -2.42155979  0.69398134
  0.12017993  0.05859291 -1.0222638  -2.79392083  1.01716273 -0.69557061
  0.0161433   0.84599208  0.33536447 -0.28277185  0.47535029  0.21218922
 -0.16215828  0.59505452 -0.50043219  0.64052649  0.8558379  -0.70785656
 -0.38318387 -0.2128042   0.02896415 -0.1253095  -0.92282894 -0.16359198
  0.28758558  0.13454557]"
643,3134,"[ 7.73875933e+00 -2.92965528e+00 -3.33411017e+00 -8.35634191e-01
 -2.52634346e+00  1.03516010e+00  5.29743058e-01  9.34458763e-02
  4.55795064e-01 -2.12809428e+00  4.07834971e-02 -2.34515125e+00
 -4.30063124e-01  8.62486741e-01  6.97342925e-01 -3.18572876e-01
  2.00208889e-01  1.09668086e-01  1.01268967e-01  5.42309613e-03
 -5.87246376e-01 -6.92378270e-01  8.68363948e-02 -4.75883914e-01
 -2.72471872e-01  5.50666021e-01 -6.95004641e-01 -5.52204614e-01
 -1.36736925e+00 -1.84032584e-01  2.03933410e-01  9.58211709e-02]"
644,3167,"[ 8.19720873 -3.34851316 -0.36597353 -2.11342934  3.10850887  1.58336938
 -0.35462269  1.27212812  0.3494423  -0.33821797  0.26289685 -0.35177884
 -0.53069711 -0.93383421  0.5181215   0.29502751  0.4613471   0.1949449
  0.72905224 -0.15078    -0.26727322 -0.55447248 -1.04853029  0.96197831
  0.6053035   0.60688548 -0.30002779 -0.97007372  0.35098991  0.95958166
 -0.08353325 -0.34023602]"
645,4039,"[ 8.74612925e-01 -9.22513455e-01  5.20349512e-04 -3.06292521e-02
  1.40503050e-01  3.54814752e-01  8.83922441e-01 -2.00551090e-01
  1.92823669e-01  1.30730488e-01  1.39081198e-01  2.55112975e-02
 -9.12848117e-02 -4.19878761e-05 -8.24948243e-01 -4.25570465e-01
 -9.36316938e-02  3.04521640e-01  7.21939006e-02  4.15956101e-02
  7.34658375e-02 -5.65305860e-02 -5.99070744e-02 -1.34790377e-01
 -6.58598780e-02 -2.26818716e-01  7.04829801e-02 -3.57408885e-01
 -1.13854436e-01 -1.75257165e-01  2.89350825e-03 -1.28576994e-01]"
646,5577,"[ 5.82845875 -2.80141584 -2.0833651   2.05411879  1.66371989  1.14408141
 -0.12616406 -1.82525092 -1.45858411  0.50726386  0.44380758  0.14719523
 -0.04639886 -0.55817128 -0.27977779 -1.15329538  0.03070474  0.94565842
  0.48726036  0.79635957 -0.45818604 -0.4186483  -0.49530724 -0.22609649
  0.23328315  0.51513161 -0.47537317 -0.22513258  0.42236165 -0.23239433
 -0.35157974  0.24152454]"
647,5699,"[ 6.79076473 -2.85103794  3.41160115  1.53919445 -1.27007374  2.03759801
 -0.27985955 -1.58247469  0.10981573  0.24151793 -1.15707465 -0.2051293
  0.24426369  0.25141507  0.69264875  0.08694165 -1.08474224 -0.42784836
  0.50890855  0.65077222  0.36451629  0.45585724  0.29018207  0.44198928
 -1.17212192 -0.03959299 -0.15723613  0.59957907 -1.21293194  0.27915606
 -0.6158712   1.05568121]"
648,6516,"[ 1.53279173e+01 -5.90620379e-01 -4.80658756e+00 -3.38945119e+00
  7.81479160e-01  1.41815010e+00 -1.55237967e+00 -4.17059594e+00
 -7.52905884e-01  2.19238493e+00 -6.95626353e-01  2.36017656e+00
  3.23752250e+00  7.68299974e-02  1.86740282e-01 -1.35868261e-02
  9.87401427e-01  1.17956151e+00 -4.56019839e-01 -6.91298181e-02
  1.30699474e-01  2.80899709e+00  5.38815096e-01  1.72525578e-01
 -1.17526394e+00  6.39046023e-01  8.13637711e-02  8.40375215e-02
 -6.24226877e-02 -7.91305401e-01 -4.94618215e-02  7.36106757e-01]"
649,4797,"[ 6.74448478 -2.63211597 -1.61022885  3.28826105  0.11423526 -0.06735897
 -0.32910486  0.23273537 -1.16392593 -1.00609466 -0.68062746  1.39938057
 -0.51836582 -0.01527546 -0.03192722 -0.25577883 -1.29283931 -0.34436948
  0.43672771  0.79996149  0.43629241 -0.06002887  0.04258175 -0.25248739
  0.19303104  0.14533592 -0.85030429 -0.10304636  0.54029053  1.01497713
  0.20173574 -0.85203471]"
650,221,"[ 1.03938732e+01 -2.83726242e+00 -2.54078725e+00 -9.40707580e-01
 -3.96863132e-01  5.76903227e-01 -4.35195155e-03 -3.92770214e+00
 -3.30077422e-01  2.07317424e+00  4.88868586e-01  5.92588061e-01
 -2.50457359e-01  1.80067298e-01  5.80244262e-01 -6.41949472e-01
 -4.75439763e-02 -1.04323640e-01 -5.61772173e-01  1.05540739e+00
 -7.39989677e-02 -5.24391143e-01 -6.53792993e-01 -7.26067340e-02
  5.73970136e-01  5.09232680e-01 -9.03624724e-01 -6.23143593e-01
  9.34579059e-01 -3.06709174e-01 -3.28335834e-01  1.64522239e+00]"
651,956,"[ 8.06572343 -3.35088214 -0.88889363 -0.24515422 -1.73943969  1.01932516
 -0.03550308 -1.85796467 -0.2845851   2.79594729  0.06326264  0.97738631
  1.72240899  0.91831666  0.96887395 -0.17805703  1.13129316 -0.49347808
  0.15839513  1.13677822  0.41237511 -0.41358617 -0.04022822  0.09905417
 -1.1017808   0.12986778 -0.27707488 -1.0532379   0.67452168  1.20559634
  0.40421004 -0.31582943]"
652,1323,"[ 1.30943375 -1.27136588 -0.3713482  -0.07478184  0.16034565  0.6555187
  1.07148875  0.02621106 -0.09718059 -0.40728783  0.30955906  0.24569138
  0.28408484  0.18019936 -0.83466588 -0.19495756 -0.35216693  0.20990129
 -0.30093129 -0.46168257 -0.10904633  0.26415306 -0.0400809   0.158585
  0.16028904 -0.82813959 -0.36927517  0.35277023  0.21517873 -0.19336269
  0.06181983 -0.27245649]"
653,5740,"[ 9.93818912 -3.44307227  1.93641997 -0.39764349  0.20489491  1.18663389
 -0.69609085 -1.18311966  0.37130336  0.61176175 -0.50210655 -1.03325089
 -0.05214757 -0.79922406  0.98074124 -0.17618553  0.21127903  0.12274201
  0.14832086 -0.12854663  0.02812359 -0.73862042 -0.08062919  0.05977077
 -0.05367051 -0.41428115 -0.09197476 -1.2471563   0.46809321 -0.4057879
 -0.7290982   0.31618646]"
654,5090,"[ 6.18935333 -2.53505049 -3.23791847 -0.82298087 -2.25230138  0.3460972
  0.7866258   0.74185022 -0.44676221 -2.06713067  0.83266083 -1.33905598
  1.00343868  1.19104896  0.23753666  0.25616332 -0.16296662  0.01263772
 -0.58405112 -0.03212127  0.81659039 -0.26195067  0.38053516  0.32299662
  0.34147835 -0.34945997  0.18355337  0.10840503 -0.81589214 -0.07959976
 -0.1894021   0.29582062]"
655,70,"[13.10760832 -2.29955718 -2.7453505  -1.97193382 -0.71448232  0.37949755
 -0.64772314 -3.87064668  0.17820917  1.70193959  0.05162274 -0.2075003
  0.81484235  0.13595824  0.79830027  0.34118893 -0.54730767  0.35389521
 -1.24707781  0.21535687  0.40002524 -0.66498312  0.67062395 -0.0258205
 -0.62441467  0.07751953  0.12469301 -0.03203957  0.13903921 -0.45449425
 -0.25099804  0.45598215]"
656,846,"[ 4.17944799 -1.99666413 -1.07960526  3.09840293  0.59149619  0.73442932
  0.05055014 -0.32898527 -1.58894231 -0.21651751 -0.70137886  0.3966171
 -0.28695456 -0.11197457 -0.41468466  0.10221764 -1.02391816  0.03394437
  0.94591409  0.21353205 -1.01002272 -0.34678271  0.60923062  0.05164328
  0.32135602 -0.70257184 -0.45999541 -0.53450435 -0.45455555  0.30939057
  0.26499078 -0.27898837]"
657,2327,"[ 4.32900782 -2.24532944 -0.58324268  0.45088274  1.7787813  -0.09481249
  0.77184667 -0.99149608 -0.85034308  0.17018566  0.50962265 -0.27201939
  0.80984413 -1.30449149 -0.54305437 -0.02978765  0.18436822 -0.4766634
  0.37276531  0.53863102 -1.42330748 -0.11141924  0.01212094  1.33067646
 -0.09852411 -0.05305507 -0.20062976  0.03427773 -0.06625329 -0.42568578
  1.13296518  0.12129912]"
658,5801,"[11.22064233 -2.35926697 -0.6483931   4.37297186  1.92118241 -2.13821111
 -0.03843943 -0.61090819  0.55381509 -1.90941659  0.19528028 -0.37253864
  0.53195057 -0.74061285 -0.17631053  1.20082422 -1.00445274 -0.48319525
  1.78902057  0.09455216 -2.63412105 -1.75528792  0.82733848 -2.33586111
 -1.35111288 -0.60308661 -0.80202337 -0.37717103 -0.46744045  0.70995622
  0.25518043  0.78727425]"
659,3054,"[ 9.02958318 -1.91309865 -5.68036795 -2.32573775 -0.12269211  1.96315528
  0.08381313 -2.87392572 -0.36743327 -4.66534944  0.45859986  0.45736783
 -1.6183714  -0.22849569 -0.05799218 -0.60274615 -0.59955624  0.01552008
 -2.13553041  0.485212    0.09929099 -0.34803971  0.78268105 -0.25144096
 -0.67101154  0.75053915  0.20773497  0.42757519  1.13063232 -0.10690551
 -0.11705117 -0.35141379]"
660,6496,"[12.86341497 -1.32337321 -6.56632632  1.61097457 -2.02503304  0.98837556
 -1.55056116 -3.09928125 -0.7847964  -3.97610656  0.40248602 -1.17965408
 -2.44232767 -0.25124525  0.31692593  0.07317828 -0.62780606  0.830849
 -1.30266313  0.59968479  0.68202625  0.69592752  1.22359473  0.06704364
 -1.97681777  1.4020335   0.24865515 -0.35003483  0.96648112 -0.6951229
  0.66738568 -0.85871926]"
661,837,"[12.53503739 -2.47850275  0.73513407  4.78099976 -1.01067057 -0.30033489
 -2.23194124 -0.1726853   0.58191927  1.65159815 -0.06529721 -1.58568514
 -0.74278319  0.11593667  0.84105464 -0.26602785 -1.24721677  0.39482385
 -0.65617762  0.49139315  1.65015611  0.15586345 -0.80918647  0.66355155
 -1.608828   -1.04260985  0.13835534 -0.47856904 -0.97688647 -0.28469199
  0.39663561 -0.17445029]"
662,3209,"[11.74237371 -2.24974517  6.1753862   0.30251079 -0.14143665 -2.43088437
 -0.14122524 -0.84794551  0.67479903 -0.38178457 -0.19830645  0.29702366
 -0.46469864 -0.79095931  0.22264994  0.49559282 -1.84586157  0.4381368
  1.07986976  0.8820326   0.5003531   0.47691596  0.11969604  0.83405295
 -0.19610447 -0.52875421  0.89673402 -0.17421749  0.22494183  0.17324601
 -0.31295181 -0.0172206 ]"
663,342,"[12.74978827 -2.77044779  4.64616597 -1.92104804 -0.57520988 -0.9262122
 -0.37680886 -1.73758367  0.49136099  0.43086695 -0.07873483 -0.98611577
 -0.71112076 -0.8402697   0.2704951   1.0893692   0.34171075  0.71616156
  0.12719301  0.30286115  1.01691407 -0.39630648  0.23938629  0.94030149
 -0.23520504 -0.51137344  1.43460559  0.66222682 -0.14508932  0.59462273
 -0.33631807  0.52152324]"
664,4884,"[ 8.38951151 -2.63016458 -4.62024425 -1.20010465 -1.4971032  -0.08633616
  0.52710629 -2.68608426 -0.86795337 -1.53167508  1.24934288 -0.49795688
 -1.36938522  0.37500012  0.16946089 -0.23855618  0.30759474  1.33459422
 -0.82520371  1.03365767 -0.32063271 -0.91176777  1.087306   -0.14010645
 -0.39566602  1.46274819  0.76989559 -0.28478882  0.84590624 -0.82613211
 -0.22973451 -0.09732362]"
