,node,embedding
2784,1782,"[ 3.50148698 -2.28853373 -0.58194819  1.35172859 -0.05992366  0.57522321
  0.24939834  1.30899012 -0.66162805 -0.00751433  0.13150228 -0.41034775
  0.65383762  0.19630478  0.54739525  0.33446829 -0.04689966  0.1689477
 -0.24280643 -0.83801266  0.11262465  0.72391659  0.44660201  0.30540608
  0.01129293  0.31544125  0.36680972 -0.18529996  0.08062979 -0.21628382
  0.19824437  0.81265763]"
2785,3495,"[ 5.11432837e+00 -2.04308521e+00 -2.47471493e+00 -9.79025857e-01
 -1.95126105e-01  7.83590430e-01  9.39260857e-02  8.83499382e-01
  2.39495678e-01 -1.55228898e+00  1.25288779e+00  1.71743706e+00
 -6.65965613e-01 -1.11584250e-01  2.25852386e-01  2.38420840e-01
 -1.40979088e+00 -8.30743886e-01 -1.16001813e+00 -1.04156814e+00
  1.20445946e-03 -1.61237470e+00  1.25159206e-01 -1.00091718e-01
 -3.82192512e-01 -2.34620225e-01 -2.33711132e-01  9.18763418e-02
  3.50084519e-01  9.94203105e-01 -5.22775248e-01  2.13959629e-01]"
2786,1431,"[ 1.02103073 -1.01078449 -0.07364419 -0.20375711  0.31477099  0.41962219
  0.81102826  0.3905669   0.21992944  0.0151502   0.27728745 -0.07069486
 -0.26319062 -0.21547552 -0.53658295 -0.22951907 -0.08687154  0.29345582
 -0.01628688 -0.67044025  0.06934646  0.24511549  0.0789501  -0.19581195
 -0.20051025  0.05165306  0.28001177 -0.14514716  0.30608733 -0.11119251
 -0.00207981  0.29001584]"
2787,2156,"[ 1.51453412 -1.3868672  -0.42806385  0.18110851  0.05780052  0.48546873
  0.59940469  0.37327766 -0.38863857  0.24229872  0.24183585 -0.07249777
 -0.28854645 -0.12286906  0.13602974  0.21096424  0.15216714  0.14167926
  0.09972905 -0.55898849 -0.28016795  0.22635326  0.02462221  0.39279535
 -0.03279662  0.20583918  0.18364229 -0.26928557  0.41412308 -0.07526569
  0.37767722  0.39315607]"
2788,6642,"[ 3.83240674 -2.75768981 -0.57868866 -0.23000393  1.5089899   0.97613635
  0.42657997  0.84727059 -0.33604955  0.51692641  0.61195361  0.17995534
 -0.38218815 -0.88580463  0.50330345 -0.41316025  0.67607483  0.38992245
  0.73611602 -0.47341081  0.14870415  0.43411484  0.03590439  0.68346294
 -0.315669    0.3766798   0.12648521 -0.51798738  0.48267117  0.18837232
 -0.20346123 -0.0152877 ]"
2789,5738,"[ 0.62625332 -0.44994436  0.07454378  0.16413819  0.17058046  0.00134188
  0.06274039 -0.00202247 -0.07441586  0.16932444 -0.06730644  0.16671343
 -0.0007442  -0.24629402 -0.11612517  0.0333527  -0.15546373  0.19182985
 -0.17536206 -0.13644046  0.01318611 -0.01058905  0.01274149 -0.1532099
  0.12339688 -0.18194323  0.05212282  0.05290147 -0.04188262  0.02403114
  0.27346739 -0.2686793 ]"
2790,1835,"[ 2.5606075  -1.94966842 -0.14825188  0.12990569 -0.90350405  0.48929427
  1.10975968  0.95623138 -0.28787947 -0.11592494 -0.06822458 -0.82291272
  0.85599761  0.88978705  0.13765495  0.34974428 -0.02106489  0.24177327
 -0.09445272 -0.63272025 -0.11908395  0.40409842 -0.02255595  0.52621029
  0.41664545  0.0525782  -0.11619948 -0.05712488  0.09293703 -0.53261557
  0.02427801  0.59921945]"
2791,5235,"[ 2.91012272 -1.14138936 -1.6602973  -0.31876975 -1.83412176 -0.24044539
  0.25792051  1.30307662 -0.06800962 -0.34827873  1.08023435 -1.25413564
  0.06225068  1.2961666   0.43971149  1.03000206 -0.39431431  0.04640703
 -0.23047284 -0.47590203 -0.38057376  0.21655892  0.56695287 -0.40326504
  0.03701942 -0.12982825  0.230805   -0.16105528 -0.19190411 -0.56795409
 -0.48503454  0.42440348]"
2792,5337,"[ 2.40142063 -1.71071802 -0.83495892  0.68587309 -0.82899139  0.7612658
  0.8704562   0.54586623 -1.3011652   0.03559455  0.01182564 -0.58064258
  0.68219609  0.3967015  -0.04599983  0.1934387   0.96275543  0.0350385
  0.30470904 -0.44995678 -0.60149583  0.51352542 -0.07570445  0.76675421
  0.02050285 -0.27721811 -0.12787561 -0.12034012  0.4187205  -0.43334141
 -0.15305742  0.2717253 ]"
2793,422,"[ 1.45432757e+00 -1.56744163e+00 -2.01321894e-01  4.68194914e-02
  5.18670294e-01  6.63090274e-01  6.13923673e-01  8.25748715e-01
  2.07218723e-04 -1.84052961e-01  1.04005334e-01  4.53581409e-01
 -3.57187484e-01 -4.78252196e-01 -3.04497585e-01 -9.73481656e-02
  2.74445266e-01 -6.52672723e-01  2.77300369e-03 -1.01152844e+00
  7.38637426e-02  2.84730045e-01  1.65236907e-01 -3.12301685e-01
 -1.26505165e-01  2.44541479e-01  2.08596270e-01 -1.31016844e-01
  2.69119171e-02  3.68235161e-01 -3.85671958e-01  5.56551053e-02]"
2794,782,"[ 0.33468226 -0.34870224 -0.06086242 -0.03099903 -0.00993769 -0.07516916
  0.31431469  0.11386398  0.1207021  -0.06826353  0.16363571 -0.08999417
  0.14866301 -0.02047945 -0.1491576   0.13874705 -0.14234933  0.14480753
 -0.13183412 -0.05571957  0.0970575   0.02697892 -0.05167207 -0.07460567
 -0.19744881 -0.10370798 -0.07766739 -0.01275722 -0.06093999 -0.11321911
  0.19338727  0.25857085]"
2795,1426,"[ 1.8264503  -1.58890572 -0.44030643  0.07902263 -0.38396455 -0.23426563
  0.97632598  0.33078877  0.00976415  0.44761094  0.55848705  0.24599224
 -0.33873737  0.31800092 -0.31412371  0.70625778 -0.40767247  0.24425399
  0.15838274  0.07104174 -0.00739134  0.06424652 -0.14666438  0.06471163
 -0.00580987 -0.30185464  0.03628947 -0.32696191  0.2369707   0.31963672
 -0.04594282  0.12726587]"
2796,1235,"[ 5.42929981 -2.89199974  0.62483707  2.51064262 -0.87382096  0.81137625
 -0.0683348   0.98692043 -0.37299959  0.82202735 -1.13624825  0.16301094
 -0.22723901  0.54108347  0.58462292  0.42988553 -0.1079118  -0.55499121
 -0.14418653 -0.14737053  0.63700076  0.41614283 -0.20402393  0.27054535
 -0.37016325  0.94603778  0.1250348   0.20403995  0.20893887 -0.02266998
 -0.10799461  0.38241509]"
2797,4283,"[ 0.29210157 -0.19297181 -0.18725203 -0.10554091 -0.11652259 -0.00148784
  0.04834061  0.11380373  0.0335255  -0.22603154  0.27939937 -0.03237786
 -0.00397767  0.0234207   0.02194473  0.11436202  0.05264538  0.03701076
 -0.23024973 -0.20140703 -0.0987565   0.09089264 -0.04146172 -0.03207015
 -0.09660017 -0.02541106 -0.22859447  0.23919334 -0.01277383 -0.16602082
 -0.053314    0.13798325]"
2798,5965,"[ 3.1134634  -2.0540092  -0.25593666 -0.72449249  0.85029319  1.27501735
  0.73921156  0.40846697  0.61773356 -0.50644843 -0.05514345  0.29418493
  0.32941625 -0.16467245 -0.3051162  -0.62353583  0.15582184 -0.02764782
 -0.33174382 -0.67399727  0.26767694 -0.13756427 -0.19499482 -0.38898524
 -0.03716226  0.41393706 -0.61229967  0.25134258 -0.07217951 -0.26595741
 -0.59244812  0.22295692]"
2799,2307,"[ 3.87133848e+00 -2.04861730e+00  1.32677053e-01  4.03764324e+00
  6.88440361e-01  8.74820385e-01 -6.13370903e-01  2.52995575e-01
 -8.39880697e-01  7.26420169e-02 -1.65404474e+00 -2.94330953e-01
 -1.67248453e-01 -9.39227135e-01  5.86151326e-01  3.12491639e-01
 -6.01571326e-01 -1.02255454e-01  2.92670440e-01 -2.62471071e-01
  2.02534761e-01  2.54790907e-01  2.20710263e-03  6.73309901e-01
 -1.77160220e-01  4.74595864e-01 -8.85555428e-01 -5.81310124e-01
 -5.56755437e-01  1.96483122e-01  1.09264532e-01 -3.22765719e-01]"
2800,1090,"[ 2.35881582 -1.62963019  1.52888275 -0.42457971  0.15826063  1.18016997
  0.24888268  0.36445137  1.28632025 -0.24943541 -0.83121066 -0.3671565
 -0.09801388 -0.143828   -0.18061891 -0.57635187 -0.39405776  0.32909532
  0.02535554 -0.55223011  0.16140803  0.0292238  -0.59755369 -0.74146332
 -0.10288163  0.55449626 -0.0092334  -0.05853834 -0.2430452  -0.44669485
  0.22719651 -0.09505258]"
2801,3466,"[ 8.02312981 -2.96512148 -2.17583114 -0.20662401 -2.25164804 -0.48230481
  0.41618341 -0.43606536  0.21360013  1.04237815  0.47929213 -1.2176855
  1.72019669  0.64625534  0.87062816  0.17041693  0.14394703  0.21278491
 -0.67973798  0.76326882  0.57466807 -0.16770765 -0.24780725 -0.1997853
  0.08615375  0.50514364  0.13986042 -1.03450161  0.52358562 -0.45001475
 -0.32830272  0.44963242]"
2802,249,"[ 3.49033768 -2.64381518  0.8695663   0.76911331  0.26633519  0.41736338
  0.73516284  0.21193709  0.26144731  0.79758363 -0.93919811 -0.08638925
  0.34125067 -0.10997306  0.09190241  0.20735984 -0.67751359 -0.16591143
 -0.60107687  0.18619324 -0.22157681 -0.21070581  0.55975888 -0.45656548
  0.04513546  0.65311798 -0.0980868  -0.06505018 -0.67267468 -0.26970557
  0.1854916   0.05741424]"
2803,4308,"[ 0.23843298  0.01516382 -0.11472679 -0.0090934  -0.1382627  -0.08010882
  0.00644586 -0.04051288  0.05723773 -0.12702715  0.02085913 -0.15182523
  0.02272474 -0.07716249  0.00425965  0.04059078  0.0229367   0.08719804
  0.03766514 -0.12817444 -0.05781555  0.20309052 -0.11439332 -0.04829343
  0.00590454 -0.04540115 -0.19217425 -0.00344686 -0.02364987 -0.10526385
  0.03533845  0.00248405]"
2804,2495,"[ 2.45104375 -1.4016714   1.1759092  -0.00571859 -0.57397842 -0.06068107
  0.57948435  0.73971779  0.43661358  0.08628712 -0.17227512  0.38211602
 -0.58824136  0.08062103  0.03448941  0.48852043  0.67711776  1.18287055
 -0.0305182  -0.34392167 -0.56808809  0.15156243  0.35525479 -0.53229824
  0.25493401  0.3662432  -0.32960597 -0.61538972  0.27315909  0.27028744
 -0.07378149  0.28444616]"
2805,5280,"[ 1.93882771 -1.02946638  1.2723644   0.02763461 -0.71861564  0.4665433
 -0.25123818  1.16306591  0.35957815  0.07778574 -0.51902487  0.3621307
 -0.15962728  0.27630584  0.81955588  0.58218198  0.50681601  0.25533343
 -0.28596171 -0.58680986 -0.37898656  0.5433791   0.46271207  0.31277018
  0.19505118  0.74608999 -0.3687802  -0.5561462   0.19252869  0.16504152
 -0.11271084  0.56620003]"
2806,295,"[ 9.46714676 -2.36633307  5.61547215 -1.23736394 -2.20512611  1.71919375
 -0.96968932 -1.10302327  0.3665969  -0.63172894  0.03000839 -0.85824961
 -1.20933692  0.37219093  0.3809236   0.34045757 -0.46664202 -1.80714909
  0.78290909  0.31131778  0.40616829  0.83074023  0.94894533  1.13791159
 -1.1288205  -0.29677064  0.11820764  0.4733481   0.45292817 -0.1186127
 -1.55693864  0.37627443]"
2807,696,"[ 6.37448766 -2.62238728  4.20117429 -0.74929309 -1.83758746  2.38870867
 -0.74334573  0.01793503  0.84839647 -0.43622032 -1.09760445  0.45813537
 -0.64745838  0.55906227  0.64372681  0.1215958  -0.13009064  0.03162657
  0.11038231 -0.31619853 -0.61552382  0.53586101 -0.30719988  0.74994466
  0.14826476  0.14436099 -0.49033296 -0.18726471 -0.24298965 -0.07810486
  0.08154637  0.29409784]"
2808,1287,"[ 4.17087923 -2.20011367  1.46051999  0.2113676   1.05774432 -2.3157049
  2.13534871 -0.40154084  0.35110388 -0.49666671 -0.27389097  0.51245335
 -0.07300628 -0.63077265 -1.38631353  1.22022798  1.26818699 -0.70624617
 -0.35305422  0.66564947 -0.33678745 -0.00747167 -0.21577814  0.60502032
  0.26365644  0.37312091 -0.05519812 -0.0457458   0.32899352 -0.09698061
  0.45915227  0.43409268]"
2809,4302,"[ 1.28449506e+00 -9.77992632e-01 -7.79547506e-02 -3.39078305e-01
  5.91602311e-03  2.95702011e-01  3.58994489e-01 -2.70115278e-01
  2.62708329e-01  7.14088029e-01  1.41099143e-01 -8.04561669e-04
  4.93800781e-01  1.92198955e-01  1.03639503e-01 -2.07454555e-01
 -3.98835303e-02  4.15894931e-01  1.61996140e-01  3.62728051e-01
 -3.14100267e-01  7.65433958e-02  2.60156486e-01 -5.53620639e-02
 -3.43871826e-01  3.46855687e-01  2.14703473e-01 -5.14426787e-01
 -1.77358614e-01 -8.07839336e-02  2.68266924e-01  2.05560024e-01]"
2810,3478,"[ 0.31914121 -0.31628386  0.08357734 -0.0075013  -0.02497327  0.12507828
  0.15146689  0.10755747  0.00079899 -0.06684581 -0.05995774 -0.05605984
  0.13084506  0.06680792 -0.11510514 -0.02618934 -0.09213808  0.0221755
 -0.11010337 -0.29034755 -0.0749479   0.10866643  0.12952928 -0.00563823
  0.17898207 -0.1132156   0.15590244  0.13577553 -0.03564432 -0.15842101
  0.05359669 -0.03160894]"
2811,1245,"[ 8.23900765e+00 -3.82443208e+00 -6.45213117e-01 -1.14180756e+00
 -7.82419369e-01  2.51479172e-01 -1.25374689e-01  4.41353716e-01
  6.09947481e-01 -9.63547460e-01  6.34201046e-01  2.59579738e-01
 -1.12843482e+00 -5.90617500e-01  9.80484010e-01  9.00589699e-01
  9.52565503e-01  2.71550733e-01  9.22217428e-01 -4.34452138e-01
 -2.77413724e-03 -6.98607197e-01  4.98702377e-02  2.29363741e-01
 -9.35179539e-01 -8.34492102e-02 -3.03257044e-01  3.82508045e-01
 -2.26116217e-01  2.88966125e-01 -5.26985992e-01 -8.26119595e-02]"
2812,3541,"[ 1.95089634 -1.53660991 -0.36789032  1.5965293   0.7180779   0.87648461
  0.32409998  0.15277164 -1.20666118 -0.21607191 -0.55850789  0.03717433
 -0.00777312 -0.44260757  0.19124916 -0.07596207  0.05066551 -0.22166389
  0.30371753 -0.60780464 -0.75896098 -0.2207759   0.60786374  0.47621321
 -0.1131403  -0.26183454 -0.19862494 -0.30277067 -0.3212636  -0.17439908
  0.58664768  0.42707339]"
2813,4860,"[ 1.20507897 -0.95362641 -0.31461227 -0.56488724  0.83019318  0.65454428
  0.41201519  0.57589177  0.49110527 -0.12632211  0.5910277  -0.19500257
 -0.03114073 -0.3858101  -0.22486982 -0.13758987 -0.10499336 -0.00963436
 -0.15306225 -0.83724223 -0.04452609  0.09731281 -0.38702604  0.14469718
 -0.49632387 -0.09195642 -0.25297157 -0.447067    0.29300491 -0.30127508
  0.19971174  0.41479449]"
2814,5092,"[ 1.37569769 -1.264547    0.01145524 -0.49294279  0.84410073  0.5740448
  0.46354525  0.90746631  0.45279616 -0.24077383  0.40310507  0.15961315
 -0.04617878 -0.77162797 -0.08988989 -0.08840696  0.06229401  0.19089608
 -0.01402379 -0.91439967  0.03434672  0.58267505 -0.01036673  0.17036559
 -0.30614161  0.10591555  0.13280599 -0.22336135 -0.02593461  0.04052706
 -0.16567127  0.00255485]"
2815,2265,"[ 2.65126502e+00 -1.92745039e+00  1.04121811e+00  6.02141014e-01
  9.78227070e-01 -1.15354628e+00  2.31022816e+00  3.68259468e-02
  2.12162217e-01 -1.16083305e+00 -5.21874205e-01 -9.01357942e-03
  4.59895789e-01 -7.31476658e-01 -1.28018191e+00  6.01168072e-01
  5.48918070e-01 -1.00254099e+00  1.31212040e-03 -2.86529533e-01
 -4.42794189e-01  1.48869773e-01 -4.20597461e-02  1.00772529e-01
 -3.03823732e-01  5.59369876e-02 -2.63782651e-01  5.95561104e-01
 -4.31403009e-01 -2.48186693e-01  4.00351930e-01 -1.53837298e-01]"
2816,4919,"[ 2.23334895 -1.73962942 -0.12908176  0.52841255 -0.34298139 -0.77291355
  1.39805048  0.8585605  -0.01783415  0.20143715  0.39572415 -0.37461459
  0.08603711  0.6745131  -0.43227711  1.34856844  0.20777838 -0.08553966
 -0.09467272 -0.46755187 -0.31990519  0.26818685 -0.1817474  -0.22079932
 -0.44208666  0.18997906  0.20666117 -0.28457579  0.24130901 -0.42959651
 -0.03444441  0.83116023]"
2817,6424,"[ 4.92323480e+00 -2.44367317e+00  1.64313378e+00  1.29971758e+00
  6.84025641e-01 -2.72353366e+00  2.08837277e+00 -9.96628638e-02
  4.52909279e-01 -6.23329735e-02 -3.11947460e-01 -1.09201184e-02
 -9.47510594e-01 -2.61884627e-01 -1.17059020e+00  1.45866566e+00
  1.37272493e-02 -2.82944709e-01 -1.11566217e+00  4.91553642e-01
 -3.13132814e-01  3.23259718e-01 -1.92734609e-01  2.63657593e-02
 -7.91719022e-01  6.03694881e-01  2.79465286e-03 -4.46056029e-01
  4.00050701e-01 -1.09232199e-01  4.44510001e-01  1.01021792e+00]"
2818,3564,"[ 4.99868022e+00 -1.79243268e+00  3.53385045e+00 -5.45747433e-01
 -2.22445306e+00  1.21415034e+00 -4.42903051e-01 -8.44751158e-01
  1.13857324e+00  7.62107164e-01 -8.41980469e-01  6.48350998e-01
 -1.78726136e+00  1.22865197e+00 -5.30473853e-02 -4.41774649e-01
 -1.49883886e-01 -9.22395134e-01  2.45346203e-01  2.99311379e-01
  2.66858617e-01  4.61657159e-01 -2.84286454e-03  8.26572092e-01
 -1.15863420e+00  8.15601346e-01  8.81704019e-01 -1.27401448e-01
 -2.89183865e-01  1.98884583e-01 -1.02430907e+00 -3.36145502e-01]"
2819,1481,"[ 0.60917287 -0.53546276  0.25659561  0.12547549  0.19011849 -0.10965958
  0.54658709 -0.00157822  0.10809029 -0.07918035 -0.20347554 -0.16399042
  0.10363195  0.01130243 -0.40225228  0.14646945  0.04922715 -0.21626749
 -0.2053821  -0.03148545 -0.14967089  0.10687604  0.14589519 -0.01989883
  0.00650543 -0.1823775   0.01810218  0.08711178 -0.1712364  -0.28457611
  0.30098747  0.12528705]"
2820,5072,"[ 5.89096624 -2.91705961  3.77934952 -0.66296812 -0.76819206  0.92961294
 -0.68522834  1.88856939  1.30983977 -0.86701079 -1.01363268  0.99504626
 -0.1203651  -0.29382347  1.22640349  0.18712106  1.48742681  1.01480738
 -1.64250773 -0.3096937  -0.51537114 -0.04349375  0.65631687  0.34849998
  1.06229003  0.80074298 -0.60878516 -0.25971402  0.07609043  0.76042805
  0.25083425  0.06518208]"
2821,1616,"[ 4.28755817 -2.15406129 -2.93764016 -0.13006026 -1.81558752  0.36710882
  0.87781589  0.07809973 -1.18883884 -0.82612955  1.18969776 -0.5853948
 -0.60566195  0.67052247  0.18287119  0.54299743  0.38926708  0.53956336
 -0.22677851 -0.44225951 -0.36204596 -0.50946361  0.57007863  0.37592244
 -0.73700849  0.01776625  0.15840617  0.54121725 -0.02352358 -0.73177672
 -0.08855504  0.51059391]"
2822,6439,"[ 1.54769012 -1.04853558 -0.18249414  0.61319275 -0.03995224  0.50067635
  0.22151555  1.20024238  0.02472881 -0.03733973  0.50132925 -0.44498548
  0.23326631  0.08617931  0.22235403  0.39017947 -0.13136859  0.40112681
 -0.46076011 -1.02111808 -0.03501222  0.67195232 -0.14368991 -0.22278478
 -0.17339846 -0.11031033  0.24482795  0.21717706  0.54448259 -0.09569157
  0.2231018   0.45909863]"
2823,3502,"[ 0.50308836 -0.49272452 -0.13810923 -0.21814803  0.11499679  0.30014523
  0.18101908  0.31591025  0.17803782  0.07892009  0.32411012 -0.10207984
  0.07393695  0.02639546  0.11209652 -0.12022873 -0.08471455  0.04529051
  0.02700109 -0.43027834 -0.06102806 -0.00978866 -0.06466327 -0.01399251
 -0.29172944 -0.1846437   0.07030085  0.0013315   0.14860171 -0.01267611
  0.13700489  0.26039318]"
2824,6207,"[ 0.47842601 -0.41675724  0.00685944 -0.05438598  0.20528195  0.00130514
  0.31546559  0.08100572  0.08961486 -0.25550415  0.04638764 -0.17742962
  0.02362588 -0.17750738 -0.26634222  0.05398257  0.04665797  0.03964223
 -0.04193811 -0.32427406 -0.05701113  0.24558468 -0.20486763  0.02914226
  0.21907896 -0.16391207  0.01296226  0.04778914 -0.17836494 -0.17990315
  0.16537362  0.0055969 ]"
2825,1729,"[ 0.65920336 -0.44217103  0.26456818  0.14326695 -0.27356175 -0.0546338
  0.13867642  0.59462048  0.23473684  0.01613732 -0.20735055  0.11642824
  0.10965399 -0.01373416 -0.16712084  0.20644054  0.16119314 -0.04669612
 -0.02658184 -0.35274062  0.07365868  0.1426459   0.07570214 -0.06410258
  0.32804865  0.00706264  0.00261023 -0.11170149  0.22276431 -0.01832815
  0.09899371 -0.00898196]"
2826,4891,"[ 2.44831171e+00 -1.86345810e+00 -6.06670831e-01 -2.62948391e-01
 -9.19018505e-01  5.23854111e-01  8.23686173e-01  1.19201098e+00
  8.59899922e-03  1.42832596e-01  4.54896521e-01 -2.90552419e-01
 -5.99570859e-02  7.57178266e-01  6.50699930e-02  3.00586875e-01
  1.90700497e-01  1.00634739e-01  3.50099585e-01 -7.46414586e-01
 -2.11297016e-01  9.59465747e-01  3.73484901e-01 -4.91604168e-01
 -1.68617309e-02 -7.86295885e-02  1.34173829e-01 -6.71053811e-01
  4.15093408e-01  9.57852522e-03  1.72818289e-03  3.22122814e-01]"
2827,649,"[ 0.74472075 -0.73818397  0.07908148  0.09105235  0.08124806  0.03578638
  0.31142144  0.26531165 -0.09584579  0.08731482  0.07675079 -0.03001538
 -0.05621907 -0.1875611   0.09164888  0.14814906 -0.03510694  0.12261469
  0.00790277 -0.17631535 -0.19443822  0.25396296  0.181792    0.1778379
 -0.0303723   0.14502723  0.16079292  0.16192751 -0.12595904 -0.08000467
 -0.09095824  0.07454003]"
2828,3692,"[ 1.45408709 -1.36521446 -0.07366926  0.20252559 -0.00550028  0.47859327
  0.82328019  0.62544936 -0.13334748 -0.06319725  0.2382753   0.16871344
 -0.12218778 -0.00237983 -0.52824857 -0.03773988 -0.06761821  0.29985339
  0.17820108 -0.49600186 -0.27499481  0.29198708 -0.16307074  0.03324296
  0.09736304 -0.41079107 -0.14239442 -0.01684576  0.38342877 -0.20690316
  0.27056614 -0.24926438]"
2829,4166,"[ 1.01069795 -1.04769137 -0.22048006  0.68594418 -0.11109115  0.51945538
  0.88894926 -0.01106826 -0.57816534 -0.07377398 -0.01050927 -0.12701799
 -0.0780953   0.10869538 -0.55246864 -0.22030868 -0.02664965  0.15826407
  0.17203597 -0.4737838  -0.1772778   0.26915511 -0.43319432  0.25639433
  0.05897207 -0.66037453 -0.04277922  0.0421116   0.24561737 -0.44343129
  0.2198553  -0.16492752]"
2830,676,"[ 1.43919638 -1.13289274  0.13895512 -0.04684626  0.63142672  0.32585475
  0.6696734  -0.26785276  0.39121421  0.18444479 -0.14400851 -0.19955163
  0.06187102 -0.32402098 -0.59163763 -0.49805002 -0.36771984 -0.01413645
 -0.15892245 -0.34276282  0.19285002  0.10679769 -0.50223054 -0.62633503
  0.0844863  -0.12510949 -0.1562124  -0.44233809 -0.33453968 -0.45641527
  0.4430527  -0.3562005 ]"
2831,1809,"[ 3.25757211 -2.28089719  1.29471332 -0.00587919  0.29803998 -0.57121807
  0.95770183  0.94028256  1.3221403  -0.56923359 -0.29279437  0.6808185
 -0.50758061 -0.58816524 -0.26096707  0.74080685 -0.61410281  0.49196971
  0.68102245 -0.13821283  0.15774563  0.33096988 -0.12463917 -0.18830836
 -0.49788335  0.26105404 -0.44473221  0.22965144 -0.61075148  0.23978718
 -0.47896538  0.01726593]"
2832,2660,"[ 1.78862649 -1.18466415  0.44140503 -0.37744172  0.5309354  -0.15233925
  0.61889478  0.9684057   0.46512502 -0.24500431  0.16745524  0.37506716
  0.2816278  -0.49458713 -0.42588285  0.1251811  -0.28509771  0.14619101
  0.26071518 -0.84123344  0.0266734   0.39814811  0.26345204  0.23913861
  0.12636901 -0.41497137 -0.33018495 -0.13616086  0.30357097 -0.14359495
 -0.0451036  -0.01406327]"
2833,3685,"[ 1.75331095e+00 -1.24025961e+00  4.94477327e-01  1.99043693e-02
  5.01746230e-01 -6.71140488e-01  1.01500174e+00  3.65462570e-01
  2.90738378e-01 -6.87098864e-01  2.67298425e-02  3.48119897e-01
 -4.67913862e-02 -5.78737781e-01 -1.05456275e+00  6.46825067e-01
 -2.66827740e-01  5.16614145e-01  2.53308510e-01 -2.66772206e-01
 -1.85215923e-02  4.44264928e-01 -2.39607417e-01  5.58652030e-02
 -1.39594112e-03 -5.15198444e-01 -3.85885075e-01  3.89662765e-01
  1.82626676e-02 -3.43509501e-01 -6.70325793e-02 -4.15600498e-01]"
2834,805,"[ 0.4661599  -0.42447859 -0.04234123 -0.02548203 -0.05529851  0.08305202
  0.17743979  0.39302468 -0.04411283 -0.17508383  0.24658849 -0.1785138
  0.39829005  0.09547395  0.03035537  0.33530552 -0.19419662  0.16094395
 -0.17214677 -0.23101327 -0.21433533  0.2610867   0.03538139  0.13906299
 -0.06617826 -0.26901622 -0.00089338  0.23288165  0.19048297 -0.18219885
  0.07020998  0.33670313]"
2835,1095,"[ 1.06225047 -1.20056407 -0.13176515  0.66722799  0.08384645  0.4974256
  0.48824373  0.21830233 -1.07414701 -0.17408814 -0.23167208 -0.25885324
  0.49477181 -0.14959782 -0.08922294  0.12148536  0.19015865  0.19010199
 -0.05619168 -0.23420716 -0.27848186  0.00865101  0.0992314   0.61271508
  0.32922007 -0.49519254  0.15857336  0.46939849  0.24749891 -0.41884664
  0.35761351  0.12915586]"
2836,4125,"[ 1.19182896 -0.72690886 -0.56965679  0.02822352 -0.58876105  0.15438013
  0.18499541  0.52732047 -0.00989835 -0.44562847  0.39448716 -0.40779193
  0.44526383  0.47118087  0.16815384  0.45612789 -0.115638   -0.03050097
 -0.29709897 -0.39391926 -0.36228027  0.322167    0.14777932  0.0458091
 -0.54039046 -0.26082297 -0.32375266 -0.07002756 -0.13011772 -0.20291446
  0.37086159  0.70038001]"
2837,1599,"[ 0.95754381 -0.84135341 -0.20432422 -0.20929137 -0.38787653  0.09601913
  0.42865511  0.70054724  0.20846336 -0.20258759  0.4171852  -0.13175086
  0.3420807   0.59595534  0.04332483  0.46797894 -0.17768683  0.16188244
 -0.14558797 -0.5108233   0.05294134  0.36516393  0.22109357 -0.0881458
 -0.15321867 -0.17542646 -0.06206768  0.0673063   0.39199816 -0.28225998
 -0.28480422  0.33697147]"
2838,3753,"[ 3.21021499 -2.26874882  0.26772745  1.14632597 -1.3095537   0.9971514
  0.92679049 -0.19949324 -0.42518303  0.69196908 -0.51107543 -0.65947345
 -0.63058041  1.04332514  0.32556565  0.1478066   0.00457047 -0.25360006
  0.4640581  -0.00764602 -0.1481212   0.11208619 -0.52736945  0.25808714
  0.15750151  0.24378751 -0.16789952 -0.39281447  0.24056161 -0.04079481
  0.29133009  0.41532118]"
2839,3802,"[ 1.38248952 -1.43621254 -0.23942404  0.2735859  -0.04359781  0.31213031
  1.15385433  0.26097317 -0.28129416  0.09646049  0.08256572 -0.32297448
 -0.11386915  0.09722698 -0.39566982  0.21458931 -0.07216026  0.02957227
  0.03642084 -0.3842716  -0.0197874   0.23027684  0.05502643  0.09854189
 -0.00433925 -0.0352836   0.32018069 -0.06112049 -0.06973956 -0.29008978
  0.24683867  0.47603319]"
2840,963,"[ 0.97938517 -1.02039948 -0.37779004 -0.02547854 -0.16955279  0.26811572
  0.81017493  0.69459646 -0.14330564 -0.18693757  0.58705027 -0.13480308
  0.2755257   0.3184536  -0.29387284  0.18165985 -0.12602987  0.03799771
 -0.17084294 -0.75282766 -0.26285744  0.09979914  0.00522767  0.1856501
 -0.17608531 -0.410742    0.03440079  0.02361498  0.18400889 -0.46649932
 -0.02624364  0.3172051 ]"
2841,6575,"[ 1.98947253 -1.60443929  0.36518962 -0.10762533 -0.0293695   0.05780398
  0.70594175  0.57298313  0.34468851 -0.31187712  0.00613313 -0.31761988
  0.48223655 -0.12425085 -0.08328349  0.36743249  0.21013273  0.61593343
  0.16555651 -0.57637902 -0.02722511  0.27123665  0.31154282  0.03866118
 -0.34870424 -0.10462127  0.21438375 -0.09135566  0.1206473  -0.68422805
  0.09144652  0.57737559]"
